"","x"
"35","With respect to labor, the pace of employment opportunities has risen, generally speaking, in keeping with the growth in gross national product. Compared to the employment levels before martial law, new jobs have been created at an average of 5% annually."
"36","In spite of a worldwide recession, we succeeded in cutting down unemployment to only 4.1% this year, the lowest in our postwar history. In other words, out of a labor force of 14 million, only 570,000 workers are now openly unemployed. This is significant since in the United States, 4% unemployment is considered normal."
"37","At the same time, we have sought to safeguard the security—both internal and external—of our country. Internally, we had the leaders of the Leftist and Rightist rebellion that threatened the stability of our Republic, as well as the secessionist movement and the Moro National Liberation Front. Now, the open-handed and generous policy towards the rebels in Mindanao is beginning to bear fruit. And we see in the immediate future the termination of all hostilities—in Mindanao, in Central Luzon—all over the Philippines."
"38","But the world continues to be faced with problems of security. After the Vietnam War, the Philippines has had to reassess its security arrangements with the United States. We are in the middle of negotiations, but we have adopted the policy of self-reliance. I have had to visit the People’s Republic of China to show to the whole world that our windows are open to those who would be friends with us and in so doing, we seek to secure our country from any untoward aggression from outside."
"39","As we strive to bring the government closer to the people, we must take the parallel step of bringing the people closer to the government. The moratorium on elections in our political life—however infrequent a replacement so that the people may intervene successfully in national decision making. The people must never be made to accept that the government, no matter how wise and dedicated, is master of their destiny; rather, they must be continuously reinforced in their faith that they are the master of government."
"40","At the start of our program of reform, we saw that if our political life was not to arrive at an impasse between an anarchic order and a despotic one, we had to create new mechanisms for the individual to make his voice heard on public issues."
"41","And that mechanism must be politics at community level, where citizens can shape their lives and together act to move the town, the city, the province, and the nation to action."
"42","This is the fundamental rationale and the reason behind the creation of the barangay. This is what will make it a viable and dynamic institution."
"43","At the same time we have harnessed into this mechanism for political action, the young of the barangay. You saw marching here the Kabataang Barangay, along with the capitanes de barangay who are also here, who now participate actively in everything that has to do with the community action. They provide the means by which our people can directly and truly participate in decision making."
"44","The reform of our political system is in essence a call to discipline and order. This was the theme with which we began the building of our New Society, and this is the theme that we must continue. Today we know the dangers of relaxing disciplinary controls, before reform has fully seeped into our social life."
"45","The dangers of decay which we see in government are magnified in various ways in the other sectors of society."
"46","Of course, we see it in the resurgence of petty crimes."
"47","But it is the subtler assaults on public order and national discipline that must bear the greater weight of our concerns today. For these connote erosion in the program of reform, a softening of the will to change; and where these are seen conspicuously by the public, they contribute to the deterioration of morale and faith in social change."
"48","With equal severity, people in private life must accept the burdens of the national transformation to which we have pledged ourselves. All must share with those in government and the masses the austerity demanded by the times."
"49","Sadly, we note the dramatic gains of the past three years—with their attendant effects on the life in Metropolitan Manila and the bastions of industry in other urban centers. They have ironically intensified natural appetites for finery and show, for lavish parties, flashy cars, mansions, big homes, expensive travel, and other counterproductive activities that dissipate the ethic of work, sacrifice, and discipline that is the meaning of the New Society. Because Manila is the hub of economic and international life in the country, it is not difficult to see the simplest amenities of life among the rich increasingly feeding the bitterness, the frustration, and exploitation of the very poor."
"50","This implies a special obligation on the rich to find purpose and vision in the use of wealth; on those who hold positions of power and authority to be austere in their lifestyle and to discriminate in the exercise of anything that might be construed as special privilege. Here, there is an hierarchical distribution of responsibility: Those who hold more either of wealth or of authority must bear more responsibility."
"51","It bears repeating that we do not seek to liberate our society from the old exploiters only to deliver it to new exploiters. We do not seek to make this society strong to secure the posterity of only a small class therein."
"52","Central to our economic policies is the sharing of the increments of growth. We cannot speak of growth unless we can distribute such growth to the people, and we cannot speak of growth unless we first manage an entire spectrum of issues and problems that bedevil the economies of the industrialized as well as the nonindustrialized world."
"53","The experience of the past three years provides statistical evidence that our economy has fared creditably well. Whoever takes the measure of the level of economic effort, whether for, or against, or neutral to the New Society or constitutional authoritarianism, cannot fail to admit that government intervention is the most significant factor in the acceleration of economic activity and growth by the injection of rationalization into such economic activity."
"54","Judged by any of the known indicators of economic growth, the conclusion points to a high level of performance of the national economy."
"55","Gross national product averages 7%. In 1973, it was 6.3; in 1974, it shot up to 8-10%; in 1975, it registered a growth rate of 6%."
"56","The figures for the year indicate the recovery phase of the economy from the recessionary pressures that persisted particularly during the first half of this fiscal year."
"57","As of September this year, our international reserves stood at US$1.70 billion, compared to about $200 million to $300 million at the start of the New Society, manifesting the strength of the national economy in spite of the world­wide economic crisis."
"58","But the external sector, however, was characterized by a drastic decline in the country’s balance of payments position from the FY 1974 surplus of $437 million to a deficit of $352 million at the end of FY 1975. Contributing mainly to decline was a shift from a merchandise trade surplus of $95 million to a deficit of $801 million in FY 1975."
"59","Despite the drastic decline in the prices of the country’s major exports, receipts from merchandise trade grew by 11%. More significant increases were registered in nonmerchandise trade and transfer receipts of 26% and 12%, respectively. These movements, coupled with larger credit availments, halted the decline of the overall deficit position."
"60","Export shipments amounted to $2,544 million, as against an import bill of $3,345 million that has consisted mostly of crude oil and durable equipment imports."
"61","Despite the dampening of expectations in most sectors of the economy as a consequence of inflation and recession, investments remained on an uptrend in FY 1975."
"62","Expenditures for gross domestic capital formation in real terms recorded a growth of 22.3% in comparison to the 7.9% growth level in FY 1974. In millions of pesos, this is domestic capital formation amounting to P10.336 billion."
"63","Paid-in capital of newly registered corporations and partnerships expanded by about 30% to a level of P1,020 million at the end of the fiscal year, with the construction sector showing the biggest growth of 145%. Likewise, investments in BOI-registered firms grew by 34%, mainly as a result of the 192% increase in investments poured in by local businessmen."
"64","From 1972 to the middle of this year, July, the Securities and Exchange Commission registered a total of 13,300 new corporations with a total paid-up capital of P2,014 billion."
"65","But even foreign investments have grown at dramatic rates during the three-year period of martial law in the New Society. From January 1973 to the end of FY 1975, foreign investment now total P2.25 billion. From the total amount of investment applications for the first semester of 1975, the Board of Investments has approved foreign investments totaling P50 million."
"66","Now, we come to the problem of inflation that confronts the whole world. Inflation, among all the economic indicators, has exerted the most pressure on the level of economic performance in this country and in all other countries of the world. But from the high 26% rise in consumer prices in FY 1974, the rate of inflation has come down possibly to 22%, although in July of this year, in one month alone, the inflation rate was supposedly only 4.2%."
"67","The income of government has increased four times and our budget accord­ingly. Government receipts have expanded more rapidly than government ex­penditures, resulting in significant accumulations of budgetary surpluses. While other countries have suffered deficits since 1973, our country has always had a budgetary surplus, even as we increased government spending in essential services and economic activity. As of 1974, we had a budgetary surplus of P646 million."
"68","Overall, economic performances during the third year of the program of the New Society has been creditable. However, we must acknowledge serious problems overshadowing our economic life. We cannot escape the feeling here of being perpetually engaged in a race with problems and crises, regardless of our response at any given period."
"69","The constriction of trade markets is a sobering experience for our export-oriented economy. This is neither the time nor the place to look into the trade policies of the big countries. Adjustments will be needed in the entire economic program, but these will in no way divert the fundamental direction of the prog­ram."
"70","We greet the prognosis of an economic turnaround with hope, but without illusions. Should the industrialized economies successfully weather the recession, our export position will surely improve. But the lasting solution to the worldwide economic crisis remains to be found perhaps in a new pattern of economic relations among the nations, and this is the difficult agenda before the nations today."
"71","Now underneath these surface impressions of vitality and stability, there are profound problems that embattle our New Society. The general signs of national strength and progress somehow do not yet completely translate into realities sufficiently relevant to the ordinary individual. We must translate our growth into a state of high morale among people. Growth is rendered in statistics and changes in the landscape, changes in the cities, in the roads, in the infrastructures. But more than this, we need a new vigorous climate of confidence and hope, a passionate renewal of faith and devotion, which sustains armies and populations even in the midst of siege."
"72","And while our policies decree sweeping changes in our institutions and programs, we have lagged behind in the fundamental change on which the New Society is truly to be forged. This is the change within us, in our hearts, in our minds, in our souls—the internal revolution, which our nation from the time of our forebears has passionately craved for."
"73","Many have already strayed away from the struggle, and forgotten the revolution we have mounted, choosing to reap benefits they did not sow, and grow so bold as to assume that others will do their work for them."
"74","Many have forgotten the demands that we placed on ourselves at the start of the program, preferring instead to seek the spoils of reform. And many still have added themselves to the problems, adding burdens to those that we assumed at the beginning of our reform."
"75","Behind the facade of national unity and behind this front of popular enthusiasm for reform, I raise my voice in alarm today, for we are in fact a nation divided against itself—divided between urban and rural, rich and poor, majorities and minorities, privileged and underprivileged. Among some of the poor, there is still the nagging fear that they have, again, been left behind, and that we have liquidated an oligarchy only to set up a new oligarchy. The poor of our people accepted their new burdens without flinching, without crying out in pain, and without protest, but there is the feeling that all the sacrifice is not shared by all, that others are profiling from the situation at the expense of the people."
"76","We face, therefore, a problem of morale among our people, a problem of faith in the program of social transformation."
"77","Our people speak less of institutions, policies, and programs, for these have not failed them. Our institutions are vigorous, our policies and programs are successful. But the people speak of men in high places, and in power, men of affluence, men in government, men of wealth and position, who have failed popular expectations, who still seem to be fighting for those very same principles and causes which we are fighting against, and who mock the very foundations of our reform movement."
"78","Yes, the people speak of men of the law—servants and enforcers of the law—using their respective positions or ranks to inflict upon society the very abuses they have been appointed to fight. They also speak of men who seem particularly privileged to reinterpret the most profound message of government; and rearrange even the priorities of its social commitments and programs, according to their personal convenience and predilections."
"79","Against these enemies of the Republic, I now commit myself to do battle. And I ask our people to join me in this new war and this new revolution. Neither friendship nor enmity, fatigue nor pain, danger nor reward should stop us in the fulfillment of this mission."
"80","The establishment of constitutional authoritarianism, which enabled this government to seize the reins of national directions, has resulted in the growth of bureaucracy as a massive machinery that affects every aspect of our national life. But along with this, there have also risen massive opportunities for graft, corruption, and the misuse of influence—opportunities which are now being exploited within the government service."
"81","White the machinery of government has remodeled and redesigned its structure and operations to fit our development goals, the human factor of government has not kept pace with the reforms."
"82","The massive cleanup of government offices that followed the proclamation of martial law has failed to keep the slate clean. Worse, there are new sores that are clearly emerging, inflicted by those who hold the wrong belief that the leadership is too preoccupied with other problems, that the people can be intimidated, or are too complacent, or that they can lake any liberties they please with our people, our Republic, and our reforms."
"83","Clearly, we face here the danger that our New Society is giving birth to a new government elite, who resurrect in our midst the privileges we fought in the past, who employ the powers of high office for their personal enrichment, as well as of their business colleagues, relatives, and friends."
"84","I have, as you all know, ordered a performance audit of all local officials, as a way of compelling the accountability of many insensitive officials in the local level. This audit is not confined to local officials. The national officeholders are not exempt. This has been my painful duty as the head of the government and of the state."
"85",":"
"86","For the last three years I have been watching the conduct of officers and employees in the national as well as the local government. It is my duty as President of the Republic of the Philippines to reward what is proper, dedicated, and devoted service by a public servant, and by the same token, to punish for violation of the sacred trust of a public official."
"87","Today, therefore, I hereby announce the beginning of a sweeping, complete, and exhaustive reorganization of the government. This means the elimination of those who have violated the trust we had reposed in them and the reward of those who have performed their task with exemplary and outstanding distinction, courage, and dedication."
"88","Accordingly, as a first step to be followed later by a broader sweep in the lower ranks of the civil service and in other parts of the government including the military organization, a sweep which as of today includes a listing of 2,000 undesirables in the national government, I have decided to announce today the acceptance of the resignation of the following high-ranking officials in the government who have something to do with the procurement of government supplies and materials and the administration of valuable resources of the Republic of the Philippines."
"89","I hereby accept the retirement of Acting Chairman Ismael Mathay Sr., and his three sons have requested that they resign simultaneously with their father."
"90","There are numerous, perhaps by the hundreds of auditing personnel whose names I have listed down in the original text of this speech but which I don’t have the time to read before you, but they will be published in due time. They include inspectors of supplies and materials, auditors, regional auditors, super­vising auditors, and various officers and employees from the highest to the lowest ranks of the auditing service of the government."
"91","The conclusion is ineluctable that in a great number of cases, graft and corruption in the government has been possible only with the collusion, participation, if not at the instance of personnel of the Commission on Audit’s personnel. This is one of the offices in the government which have to be completely reorganized. I shall make the appointments in the immediate future."
"92","I hereby accept the resignation of the Commissioner of Internal Revenue, Misael Vera, who has from Europe sent me a cable to the effect that his doctors have advised him that he immediately retire from active government service. His replacement is under consideration."
"93","I hereby accept the resignation of the Commissioner of Customs, Rolando Geotina. There are 12 other high-ranking officers in the Bureau of Customs, whose names I need not read but which will be published in due time, whose resignations I have also accepted."
"94","The resignation of Undersecretary Manuel Salientes of DND is hereby approved."
"95","Charges have been aired against certain officials and men in charge of the procurement of arms and munitions for the Armed Forces of the Philippines."
"96","I consider this, if true, the highest form of treachery to the Republic and to the Armed Forces of the Philippines. In view of this, I have directed the Secretary of National Defense to conduct an exhaustive and overall investiga­tion and to punish all parties to the limit."
"97","At the Secretary’s own request, in view of the conflict of interest which exists between that of his corporations which bear his name and that of the government, I hereby accept the resignation of Secretary of Public Works, Transportation, and Communications David Consunji. I shall announce his re­placement as soon as possible."
"98","Also at his own request, I hereby also accept the resignation of Bureau of Public Works Director Desiderio Anolin. I shall announce his replacement immediately."
"99","I hereby accept the resignation of the whole Board of Transportation."
"100","The Reorganization Commission’s plan to reorganize and rename the Land Transportation Commission to form a part of the Bureau of Land Transporta­tion is hereby approved and implemented."
"101","The resignation of Land Transportation Commissioner Romeo Edu is there­fore hereby approved."
"102","I hereby accept the resignation of Director PedroVillaseñor and his replace­ment by Ceferino Carreon, who is Chairman of the Radio Control Board."
"103","Secretary of Public Highways Baltazar Aquino has submitted his resigna­tion effective upon reaching the age of 65 in a few months. I hereby accept that resignation."
"104","There are a number of names, including the highest-ranking officers of the DPH. Their resignations have also been accepted. Their names will be properly published."
"105","I have already announced the designation of Secretary Jacobo Clave as acting chairman of the civil service. Today I formally accept the resignation of all the commissioners of the civil service."
"106","The Secretary of General Services, Constancio Castaneda himself, has suggested the acceptance of the recommendation of the Reorganization Commission reorganizing and renaming the Department of General Services Administration and its being placed directly under the Office of the President. I accept this recommendation and I approve it. Henceforth the positions of secretary, undersecretary, and other positions in that department and all its bureaus are hereby abolished as of today."
"107","Included in this is the acceptance of the resignation of the director of the Bureau of Buildings and Real Property Management, Celerino Sapitula, and his Assistant Director, Pastor Mesina. Also accepted are the resignations of the Director of the Bureau of Printing, Manuel L. Agustin, and his Assistant Director, Arsenio C. Maclan."
"108","I hereby accept the resignation of Director Refuerzo, to be replaced by Dr. Manuel Escudero Jr., currently Dean of Veterinary Medicine, University of the Philippines."
"109","I also accept the resignation of the following officials:"
"110","Bureau of Forest Development"
"111","I hereby accept at his own instance the resignation of Acting Director Jose Viado and of Officer in Charge Nestor Capellan of Region I."
"112","Board of Examiners"
"113","In view of the adverse reports pertaining to the members of the Board of Examiners, it becomes necessary to declare as of today all positions in the Boards of Examiners vacant. I shall make the appointments in due time."
"114","Department of Trade"
"115","Securities and Exchange Commission"
"116","I hereby accept the resignation of Arcadio E. Yabyabin, the head of the office, SEC."
"117","Also accepted are the resignations of two other officers: Executive Officer Luis Lara and Senior Executive Assistant Gregorio Catapang."
"118","Judiciary"
"119","Before announcing the acceptance of resignations from members of this branch of government, I want to make an announcement pertaining to a reward to a deserving public servant. Today, I am honored and privileged to announce the elevation of the Solicitor General, Estelito Mendoza, to the rank of Cabinet member in view of his exemplary service to the Republic of the Philippines not only in the conduct of the legal defense of the Republic in our courts but also in legal conferences and forums outside the Philippines."
"120","There are a number of judges whose resignations I have accepted."
"121","Retirement"
"122","I have separated from this listing—lest it be considered that they are included with the opprobrium and the charges that have been filed against those officials who have been voluntarily separated, some at their own instance—a list of those who, because of long service in the government, have persistently and continuously requested that they are permitted to retire."
"123","First of all, before I announce these persons, I would like to say that they have continued to serve the government long after they reached the retirement age of 65. They have served with distinction the goals of reform and change of our New Society. The Republic of the Philippines, our people and I, myself, personally congratulate them for their unblemished record and I thank them warmly for their support of my leadership. But because of their insistence, I hereby accept their resignations."
"124","I refer, first of all, to the retirement of the chairman of these ceremonies today, the Secretary of Education and Culture, Juan Manuel, who, as he himself put it, is already 70 years old and entitled to a little rest."
"125","I also announce that under the same circumstances, a man who started out as Municipal Health Officer, many decades back and now attends to the health of our nation, seeks to retire and to allow younger men to take his place. He is no other than me Secretary of the Department of Health, Clemente Gatmaitan."
"126","The third person to retire upon his insistence is not here for I sent him on a mission abroad, but before he left he agreed and we decided that I would be free to announce his retirement at any opportune time. I find this time opportune and I refer to the Commissioner of the Budget for many, many decades, Commissioner Faustino Sy-Changco."
"127","This is just the beginning of the sweeping and continuous overhaul of the government machinery. For those against whom there are charges of dishonesty, corruption, and anomaly, let it be known that the acceptance of the resignations of such officers and employees does not exempt them from criminal prosecution, trial, and punishment if the evidence so warrants."
"128","We are not limiting ourselves in this general cleanup to the ranks of the government. There are lawyers, accountants, doctors, and other professionals who, because of certain claims of blood kinship, affinity, personal closeness, friendship to, or business affiliation with supposedly high-ranking officials of the government, arrogantly utilize or wield influence not only in corrupting public officials or in coercing them but also in securing for themselves or their associates personal advantages denied to others, and in obtaining favors, privileges, and preferential treatment in derogation of fairness and justice."
"129","All of them shall be purged from the ranks of those who would participate in the fruits of the New Society."
"130","At the same time, I have ordered the Secretary of National Defense to arrest persons in the list of those against whom there is evidence of commission of crime. He shall be supported, of course, by the military organization."
"131","Why have we done this at this time? This is a day of celebration. Why this attempt to clean up? Because I have warned, I have scolded, I have cajoled, I have reprimanded. We have given enough time to reform. But the contagion continues."
"132","Now it is time to cut off the infected parts of the society from active public life before they endanger the entire body politic."
"133","So let this be a new warning to friend and foe alike."
"134","We will be generous and forgiving with respect to momentary lapses, for we are all human, provided there is a sincere desire to reform and to rectify error."
"135","But when there is pernicious and malicious persistence in doing wrong, then I will risk the displeasure of friends and the enmity even of relatives and avowed principled men to impose severe and just punishment."
"136","I have said that this new danger that confronts our Republic compels us now to do battle all over again with the same old courage, selflessness, and dedica­tion that we can draw from our minds, our hearts, our souls."
"137","I have asked our people to pledge here and now not to allow the gains of the New Society to be lost because of the weaknesses, the viciousness, and the evil intentions of those on whom we have reposed the public trust. These men who have committed the highest form of treachery against our country and would turn traitors to our principles must be punished and, I swear to you, will be punished."
"138","But the battle which we now join is a continuing and arduous one. We will be confronted by the grave danger of complacency and reaction, the old habits that refuse to die, the claims of ancient legacy, the exacting demands of daily and routinary living and survival in a world crushed by crisis and emergency. But so long as we are united, we shall overcome all of these."
"139","And today I come before you as the head of the political leadership of the Republic and pledge to you unswerving, unremitting, and uncompromising pursuit of our lofty goals. To this, we commit our very lives, our name, our possessions, and most valuable of all, our honor."
