"","x"
"28","“This relative stability of the general price level is apparently the offshoot of the success of the Administration’s agricultural food production program notably in cereals. Meat and fish output were also reported to have gone up. All these factors are reflected in the small increase in the price index of food of only 2.8 percentage points, from 179.4 to 181.5. “"
"29","Last year, we expanded not only our economic but also our political horizons. It is probable that future historians will consider the political redirection more important than the economic gains."
"30","These countries have many things to offer the Philippines in terms of technical knowledge and trade opportunities."
"31","Foremost is the national interest. Our foreign policy is always governed by our unswerving commitment to the welfare and dignity of the Philippines, by the need to protect our independence, territorial dignity, and national dignity."
"32","In protecting and promoting the national welfare, we have at the same time strengthened our links with Asia."
"33","Considerations of the nation’s welfare also compel us to establish strong safeguards against the threat of communist aggression, infiltration, and subversion. At the same time, we have an open mind concerning relations with Socialist countries, particularly those of Eastern Europe."
"34","We are firm in our belief in the rule of law. We have a rich tradition of freedom and civil liberties. Our foreign policy will uphold this tradition."
"35","We have always supported the United Nations. We believe in viable and mutually advantageous regional defense arrangements."
"36","Peace and security are inseparable. We believe that progress in Asia is the common concern of the countries of the region. Their cooperation for prosperity and stability is possible only in a period of peace."
"37","Finally, we are resolute about accelerating economic development. We aim to overcome poverty not only in the Philippines but in the other countries of Asia as well."
"38","What will be the contours of this world?"
"39","The time has come for us to start looking out for ourselves, because no one else will. There is now an urgent need to modify our defense and foreign policies in order to make them hew closer to the national interest."
"40","To prepare our country for this new world we formulated last year the following guidelines."
"41","We enter this difficult world with one important advantage: our breakthrough in agricultural production. Freed from the problem of feeding our people, we can concentrate more of our resources on industrializing our economy and on making our boundaries secure."
"42","This does not mean that this will be the permanent pattern of our economy. Simultaneously with the increase in the productivity and efficiency of agriculture and as soon as we have the capital resources and technology for industrialization, we will move on without hesitation to the industrial stage because industry is the only sure and lasting foundation of a strong, modern state."
"43","I want the private sector to utilize our economic resources efficiently. There have been too many cases of wasteful duplication and the building up of unnecessary capacity. I now ask private businessmen to consider more carefully the needs of their industry and their country as well as their own enterprises; and I have required government financial institutions to be stricter in their evaluation of applications for government support."
"44","The deficits resulted principally from the country’s impatience to grow. Close to three-fourths of total imports during the last two years were of essential and semiessential producers’ goods, the demand for which arose from the combined investment programs of the private sector and the government. An additional one-tenth of our imports was in the form of essential consumer goods. Maturities of international obligations incurred in the past also contributed significantly to our balance of payments burdens. It appears that these pressures on our external position have been the cause of certain misgivings on the part of the business community over the future prospects of domestic credit, the exchange rate, and the international reserve. Indeed, the large volume of imports during the last two years partly reflect the efforts of traders and manufacturers to build up inventories in anticipation of adverse movements in the exchange rate or in fear of possible exchange controls."
"45","I wish to state in the strongest terms that there is no basis for these fears. The country’s balance of payments problems are well within manageable bounds and can be handled without resorting to further credit restrictions, exchange controls, or devaluation."
"46","Also, I am asking the Monetary Board to look into the possibility of implementing some suggested measures to be undertaken during the coming months to alleviate the pressures on the international reserve."
"47","These measures t0 avail of import credits are intended to minimize immediate drains on the reserves rather than to encourage larger volumes of imports at this time. The amount of total imports will still be subject to judicious moderation, both by monetary policy instruments and by fiscal restraint."
"48","I ask those foreign enterprises which avail themselves of domestic credit facilities to finance their remittances abroad to refrain from making any remittances for the remainder of this year. I ask those enterprises which do not use domestic credit facilities to reduce their remittances in 1969 by 50%."
"49","The investment priorities plan will give some idea of the likely new products that can be developed for export. As for market opportunities, one of the most interesting results of our missions to the Socialist countries was the list they brought back of the commodities we could export to the Socialist countries together with the prices that these commodities may be expected to fetch. This list, which has been widely publicized, has undoubtedly already attracted the interest of many of our businessmen. It shows that there is a wide range of commodities in providing which we can undersell the present suppliers to the Socialist countries by margins ranging from 10% to 70%. Some of these commodities, moreover, are traditional exports for which the regular markets are static or contracting or commodities of which there is chronic domestic overproduction."
"50","The conditions under which sales to Socialist countries will be made seem satisfactory. Best of all, the Socialist countries seem to have a much more positive view of trade with developing countries than do their Western counterparts. Socialist imports from the developing countries have continually increased at a faster rate than their total foreign trade; and this seems to be their deliberate national policy. The reasons behind this policy are obvious, but there is no harm in our taking advantage of it if adequate safeguards are taken. Almost all of our Southeast Asian neighbors have been doing so for several years, and have generally benefited."
"51","The Investment Incentives Act which Congress enacted in 1967 was designed to encourage the private sector to generate the capital for investment in new areas. The large number of applications for registration under the act by enterprises seeking to enter these high-priority fields is a convincing indication of the effectiveness of the act in stimulating private investments. I am confident that its operation will accelerate private investment efforts in the future as well as rationalize the country’s overall development pattern."
"52","The government, for its part, must keep pace with the country’s requirements by continuously implementing its own development projects and by providing adequate public and social services. Any shortcomings in the government’s efforts in these areas will pose serious obstacles to the country’s total development drive."
"53","This underscores the importance of new taxes. The need for more revenues is acute. It left us no choice but to ask, as I did, for new sources of income. We categorically reject inflation as a way of financing government development projects: The sources of funds must come from savings in the form of taxes."
"54","We should, however, spare the low-income group from any additional tax burdens. The burden of taxation must fall on those who can afford it. The price of progress must be paid primarily by the wealthy, rather than by the poor. Moreover, our efforts to increase tax revenues at home will increase our international credit standing. They are a dramatic indication to foreign lenders of long-term capital that we are prepared to make the necessary sacrifices to promote our economic development."
"55","Last year, nine tax measures were enacted into laws. These were among the principal recommendations embodied in the 1968 Tax Reform Program of my administration, which was drawn from the recommendations of the Joint Legislative Executive Tax Commission during this and the previous administration."
"56","Total revenue collections have increased from P1,869 million in Fiscal Year 1966 to P2,589 million in Fiscal Year 1968. The total collections of the BIR and the Bureau of Customs in the last three years covering the period 1966–1968 increased significantly over that of the previous three years (1963–1965). Overall rate of increase almost doubled from 9.5% to 18.2% for the two periods. The increase in internal revenue collections rose from 12% to 15.7%, and that of customs collections, a more impressive increase, from 2.5% to 25.9%."
"57","Along with the rise in revenue collections, the requirements of a growing economy for increased government facilities and services have also been increasing. In Fiscal Year 1969 alone, the total requirements of the national government amount to P3,450 million. However, the amount that can be generated to finance this requirement will only be P2,997 million, leaving a gross financial gap of P453 million. The magnitude of the problem is such that if we do not muster the required additional resources, we will not be able to meet our goals. Our goals are reflected in the growing demand for more schoolbuildings, housing, health, irrigation, power and water facilities, roads, communications, peace and order, and wage adjustments for government employees."
"58","I make a special appeal to Congress to enact the measures to enable the government to respond to these needs."
"59","The agreement of the International Monetary Fund was also obtained to increase the margin for Central Bank credit operations under the standby arrangements by P100 million expressly for the rice program. Significantly, despite the restrictive measures taken, economic development did not slow down. Production statistics continued to show improvements in agriculture and manufacturing."
"60","In line with this policy, a standby arrangement with the International Monetary Fund of P27.5 million was secured. Upon negotiation of this standby arrangement, the U.S. commercial banks agreed to convert $81.5 million of their $234.6 million short-term loans to the Central Bank into medium-term credit (four years). In the process, $24 million of Central Bank deposits which were pledged against the short-term loans were released by the commercial banks. In addition, the Central Bank obtained a $60-million credit line with various commercial banks, of which only $10 million has been availed of by the end of the year."
"61","The balance payments during the last quarter of 1968 resulted in a $25-million surplus after registering successive deficits in the four quarters ended July-September 1968 ranging from $14 million to $38 million in October-December 1967. The surplus arose from the reduction of the trade deficit from $81 million in the fourth quarter of 1967 to $61 million in October-December 1968 and the increase in the nontrade surplus from $44 million to $86 million, respectively. The leveling off of quarterly import payments, the gains inexpert and nontrade receipts, and the decrease in nontrade payments made the surplus possible."
"62","In the foreign exchange market, Central Bank intervention to stabilize the exchange rate declined from $669 million in 1967 to $395 million in 1968. Although the average selling and buying rates of commercial banks was higher in 1968 than in 1967, the interbank rate which averaged P3.917 in 1967 declined to P3.916 in 1968."
"63","Notwithstanding this event, the banking system continued to grow and to expand. During the first three quarters of 1968 alone, 29 branches of commercial banks, 2 new savings banks, and 4 branches of established savings banks were opened. Twenty-nine new rural banks and seven branches of development banks were established to service the rural areas."
"64","Internal and external monetary pressures are interrelated. Easing of pressure on our balance of payments results in the relaxation of internal credit; and the effect also works the other way around. If new sources of revenue are found, then the Central Bank within our covenants with IMF can ease the restrictions it now places on both public and private borrowing, and will be in a much better position to improve the structure of our external debt."
"65","The promulgation of Executive Order No. 97 on October 26, 1967, which created the Financial Policy Committee, finalized the creation of an overall body entrusted with the responsibility of planning and coordinating the financing operations of the national government and its instrumentalities. Currently, the committee is concerned with the servicing of the external debt of the Philippines and its restructuring. It is now necessary to restructure our external obligations in order to reduce the pressures on our foreign exchange reserves."
"66","Social development expenditures had always received the biggest cut from the government’s fund resources (44%), while the allotment for economic development was never below 17%. In the last year of the past administration, the allocation for social development was only 31% and for economic development, 11%. Certainly, previous allocations were too low for the present size of our population."
"67","On taxes, we submitted to you last year a program of proposed tax measures. Some of them you have passed; the others you have not. On borrowing, you gave me the additional authority and we have done the best we can to avail of loans to support our development program both in the public sector and in the private sector. But there are practical limitations that prevent a full utilization of our legal borrowing authority."
"68","Foreign loans usually require local currency counterparts. The generation of local currency on the other hand has to be done in such a manner as would not provoke inflation and balance of payments complications. We have also done much toward the development of a domestic government securities market, but this takes time and the absorptive capacity thus far developed is still insufficient."
"69","On greater efficiency in collections, the record of revenue collections in both the BIR and Customs during the past three years and the studies of your own as well as our Joint Legislative Executive Tax Commission can attest to the degree of effort we have exerted in this area. On savings, I have already instructed the Budget Commission to effect a reduction in the current year’s program of expenditures as well as to reduce by P200 million what had been originally programmed for FY 1969-1970. But we can go only so far in this area because we started in the first place with an attitude of spending only for the bare essentials. Our people rightly look up to us to provide them the services which they need. These consist of social overhead facilities or infrastructure as well as current services, such as those of education, health, and peace and order."
"70","We cannot, therefore, refuse to heed these demands on the grounds of inadequacy of existing funds."
"71","In only three years, the present administration finished 1,046 kilometers of concrete roads (or an increase of 105%); 1,502 kilometers of asphalt roads (a 20% increase); 5,694 kilometers of feeder roads (a 15% increase). We have also built 403 permanent national bridges with an aggregate length of 13,007 lineal meters (or an increase of 17%)."
"72","The previous administration, on the other hand, finished in four years only 70 kilometers of concrete roads, 458 kilometers of asphalt road, and 118 kilometers of feeder roads."
"73","A total of 287 national buildings and 73 hospitals and sanitaria have also been constructed."
"74","Still under construction are 19 irrigation systems and 28 commercial projects. Under study at the moment is the Upper Pampanga River Multipurpose Project, which will irrigate some 81,000 hectares in Nueva Ecija and supply power and water to Greater Manila. Through the National Irrigation Administration, we are developing eight pilot projects on water management in collaboration with experts commissioned by the Asian Development Bank."
"75","Apart from these projects of the Department of Public Works and Communications, the Armed Forces completed 227 irrigation projects in Central Luzon."
"76","In addition, through the combined efforts of the Bureau of Public Works and the Philippine Navy, we have dredged more than 36 million cubic meters of foreshore area at a cost of less than P1.00 a cubic meter, compared to previous costs which were as high as P5 a cubic meter."
"77","We have built or improved 22 airports, the more important of which were the Iloilo and Cotabato airports and the ManilaInternationalAirport’s terminal apron. The construction or improvement of 33 other airports is now under way."
"78","To stimulate taster growth in telecommunications, we allowed the private sector to participate more extensively in this industry. Early in 1966, we limited the Bureau of Telecommunications to the function of developing projects in areas where the potential traffic is inadequate, so that private enterprise may make reasonable profits. In less than three years, private telecommunications companies burgeoned and prospered. Last year, these companies invested an additional $8,263,300, nearly thrice more than their investments in 1966 which amounted to $3,977,100."
"79","The projected growth of the telecommunications industry is 10.5% a year. Our future program calls for an average yearly investment of $ 15,424,190. This annual additional investment will be provided mainly by the private sector."
"80","We are now working on still another program, which is to get all telecommunications companies, government and private, to enter into interconnecting agreements so that a subscriber of one system could easily be connected to a subscriber of another."
"81","Government itself, however, has been more active than at any other time in the past in developing telecommunications. Some of our more important projects are:"
"82","These do not include the massive expansion and upgrading work being done by the Armed Forces to improve their own telecommunications facilities. When I began my administration, the interservice communications system of the Armed Forces was primitive. The Air Force could not communicate directly with the Philippine Constabulary, the Army, or Navy. They had to course their communications through a central communications system. You can well imagine the inefficiency and contusion that this setup caused."
"83","We have now considerably improved that system. The equipment of all services of the Armed Forces has been standardized and integrated, and their radio services interlinked."
"84","Concerning the satellite system that we have set up, the private sector has established the main line, which starts from Baguio to Manila and from Manila to Cebu, and finally all the way down to Cagayan de Oro and Davao. This is the main line from which other lines will radiate to all provinces and cities. For instance, there are 1,000 Cebu telephone exchanges interconnected with the Cebu-Philippine Long Distance exchange, which has five incoming and outgoing trunks. This alone has increased the power of our communications system a thousand times."
"85","We have also set up a number of troposcatter stations around the country, including one in Ilocos Sur which will link us to Taipei."
"86","With the assistance of the USAID, we organized nonprofit rural electric service cooperatives. Two such cooperatives have been organized as pilot projects—one in Northern Mindanao and another in Negros Occidental. Their capital requirements were met by low-interest, long-term loans from both the Philippine and United States governments through their respective agencies. Six other electric service cooperatives in other regions are to be organized within the year. With the experience gained from these projects, we expect to extend the program of rural electrification through nonprofit, people-owned cooperatives throughout the country at the earliest time possible."
"87","Power development and transmission are also being accelerated. Feasibility studies are being made for the construction of a power transmission grid throughout Mindanao together with the gradual increase in power generation at the Maria Cristina Plant. A thermal plant is being constructed in Bataan. Plans are under way for the generation of about 1.5 million kilowatts in the Greater Manila Area and in Luzon within the next five years."
"88","I cannot overemphasize the importance of providing our people with cheap electric power. Adequate power is the base of a modern industrial economy."
"89","Before the year ends, we expect to complete the Manila and suburbs interim waterworks projects. We will also construct 65 more provincial waterworks systems. Studies are now being made to increase the capacity of the Manila and suburbs interim waterworks projects to meet the fast-growing needs of the area. Simultaneously, a master plan for a sewerage system for the metropolitan area is being prepared."
"90","Some 3,252 additional irrigation pumps will be installed. To meet this goal, we propose to tap Japanese reparations and to work out a deferred payment scheme for procuring additional irrigation units."
"91","We will continue to improve the Port of Manila. We also hope to complete the reclamation of 31 hectares of port area and to construct a breakwater in the InternationalPort, a marginal wharf at the domestic port, and a Fisherman’s Port at the NorthHarbor. We will construct and improve 17 other national ports and 53 municipal ports."
"92","We will continue working on the five major river control projects already started."
"93","Airport development in 1969 will consist of concrete paving of aircraft movement areas, and the extension of existing runways to accommodate larger jet-propelled airplanes. The airports to be improved are those at Cauayan, Cagayan de Oro, New Roxas, Tagbilaran, Tuguegarao, Legaspi, Surigao, and San Jose (Mindoro Occidental)."
"94","The construction of 7 out of 45 airports programmed for permanent improvement will be undertaken. To accommodate turboengine aircraft, we have also programmed 33 airports for repair and improvement of runways."
"95","In the past year, the GSIS has given no less than P99 million in salary loans and another P166 million in real estate loans. It has also granted P11 million in insurance claims and invested P128 million in stocks and bonds."
"96","During the last three years, the SSS has registered 813,600 wage earners and 21,600 employers, or 24.8% of all wage earners and 36.7% of all employers registered since 1957. As of the end of 1968, member-employers totaled 87,000, while wage earners totaled 2,215,600."
"97","The SSS has paid out a total of P153 million in all kinds of benefits over a period of 11 years and 4 months to about 460,000 members. Over one-half of this amount was paid in the last three years, during which the number of claims increased considerably. This increase could be attributed mainly to the speedy processing of claims."
"98","The Limay pilot project will yield lessons and examples for the establishment of similar projects in areas where economic development is sluggish. It envisions a complete industrial complex incorporating the industrial community formed by the Bataan Refinery, the ESSO Fertilizer Plant, the Bataan Thermal Plant, the Philippine Columbia Carbon Plant, the bulk storage facilities, and the Wood Mosaic Plant. A steel company, a textile company, a copper wire company, and sulfuric acid company have signified their intention to build their factories in the estate."
"99","Aside from stimulating the growth rate of the economy of the country, the industrial estates project will help decentralize industries, and thus help minimize socioeconomic problems such as unemployment, criminal delinquency, sub-standard housing, and the like."
"100","Inspired by this success, we directed the Manpower Development Council to undertake a nationwide program of “accelerated manpower training.” One hundred ten centers are now in operation from Batanes to Sulu."
"101","The principal government agencies engaged in the manpower development effort are the Manpower Development Council, the Department of Education, and the Department of Labor. The program is also supported by city and provincial executives, leaders in industry, and agriculture, labor, civic, and religious leaders. Above all, it has elicited enthusiastic response from our people."
"102","In the last six months, we have trained some 25,000 men and women at the cost of less than P100 per trainee. By the end of 1969, we hope to raise this total to 70,000."
"103","The manpower development program is a breakthrough in the solution of the perennial unemployment problem. For the first time, we have set up a national program designed to give new skills to workers who otherwise would have no chance to get formal training."
"104","The United Nations has also granted our request for special fund assistance valued at $2 million to the Philippine national industrial training plan. This project will equip our research and demonstration centers in support of our manpower program."
"105","A nationwide network of employment centers is the necessary complement to our skills training program. We have expanded the public employment service to strategic regional sites all over the country."
"106","We now urge the city and provincial governments to implement the executive agreements for the establishment of their own local employment centers."
"107","And finally, we ask for the immediate passage of the manpower training bill which is now in the Senate."
"108","More than 47% of all strikes in 1968 arose from interunion jurisdictional disputes. In fact, interunion raiding has become a major threat to industrial peace. To arrest this alarming development, we call on organized labor, especially on the leaders of the leading labor federations, to get together and adopt a code of ethics with a workable provision for no-union-raiding. At the same time, we have asked the Department of Labor to prepare a bill designed to correct this problem."
"109","The Filipino worker won substantial wage increase and fringe benefits and restitutions of wage differentials resulting from collective bargaining and direct enforcement work by our labor department. Roughly quantified, these accretions amount to about P350 million."
"110","This year, as in previous years, we shall demand that the worker and his family be given their due share of the fruits of our national drive for growth and development."
"111","We have a program to aid private education, notably the Philippines-U.S. trust fund of P24 million from which grants and loans will be made available to private schools. Projects related to national development have been given priority. The fund will double in 10 years."
"112","Our government will also set up its own P24-million trust fund for private education. Earnings from this fund will help private schools update courses related to development. The fund will also be used to stimulate university growth in various regions of the country, thus easing student congestion in Manila."
"113","We have also funds to improve private medical schools. We plan a medical internship dispersal project under which interns will be asked to do a tour of duty in provincial hospitals. This might also arouse their social conscience and reduce the “brain drain.”"
"114","The MindanaoStateUniversity in MarawiCity has been maintained as a center for Muslim studies and culture."
"115","All these show that we have responded to the challenge of an imminent revolution in education that demands an educational perspective appropriate to a nation moving forward into the 1970s."
"116","Cognizant of its role in the cultural development of the country, the National Library has started the first postwar inventory of its holdings. To enable our scholars and students to use its collection, it has created special reading rooms—an Asia Room, Theses and Dissertations Room, Rare Books and Manuscripts Room, Social Sciences and Humanities Room. It has also organized additional libraries, bringing the total to 32 provincial libraries, 16 city libraries, 229 municipal libraries, and 19 barrio libraries. We plan to set up reading centers in all barrios."
"117","Through a National Advisory Council on Libraries, we intend to initiate a system for coordinating all types of libraries, whether public, special, university, and private libraries, to make the total library resources of the country available to all."
"118","Our present building for the NationalMuseum, however, leaves much to be desired, and we plan to provide a new location, possibly one of the government buildings at the Agrifina Circle in the RizalPark."
"119","Our national archival materials, now safely housed in the National Library, are being processed, cataloged, and microfilmed for the use of the scholars and researchers. This meets a long-felt need of Filipino scholarship."
"120","Also under our youth program is the Summer Reforestation Project. I have released P175,000 for this program which now has 8,000 youth volunteers in 33 provinces."
"121","Other volunteers conduct free tutorial classes in summer for out-of-school youth. Senior vocational students give training in basic skills, while bright college and high school students tutor elementary pupils in civics, reading, writing, and arithmetic."
"122","We also have youth volunteers working at community sanitation, repair of roads and bridges, agricultural extension work, literacy classes, and community beautification."
"123","The following statistics should illustrate the paucity and inadequacy of scientific manpower and investment in our country."
"124","In the United States, there are 853 scientists per million population; Russia has 772 scientists per million; West Germany has 486; France has 333; Italy, 350; Australia, 334. In the Philippines, we have 135 scientists per 1 million Filipinos."
"125","Again, in the United States, the per capita expenditure of science is P90. In England, it is P60. In the Philippines it is from P0.60 to P0.65. This goes show how far we lag behind developed countries with respect to our investment on technology and scientific research."
"126","Recognizing the primary importance of science and technology in national growth, the government has accelerated its program to encourage scientific research and development far beyond all previous levels."
"127","The program of graduate and undergraduate training of science scholars was continued. Thirty-eight foreign scholarships for advanced training of deserving staff members of the board and its agencies were obtained from different international agencies and through bilateral agreements."
"128","The government also conducted a workshop on fisheries and oceanography to accelerate fishery research and to identify areas in which science-based technology might be applied for economic development."
"129","Our nation, acting alone, cannot do it. I think this is the lesson that the sixth decade of the twentieth century has taught us. We must act in concert, small and great nations alike, to achieve common objectives. Despite Vietnam, the Middle East, and Czechoslovakia, the world to day is in a better position to meet, in common constructive endeavor, the challenges of building a durable peace."
"130","The prospective conquest of the moon has electrified the imagination of the world. If we can harness the courage, the vision, and the daring of the space travelers towards the solution of terrestrial problems, then perhaps we can begin to make that bold stride towards the future."
"131","Two great challenges face the world today. The first is the problem of peace and security. The second is raising the living standards of peoples everywhere. No one would dream of minimizing the difficulties of these problems. In both the stakes are large—the future of generations to come and the survival of life as we know it. We of this generation hold the future in mortgage. We cannot afford to fail."
"132","We must prepare for that day. We must prepare to coexist peaceably with Communist China. For our part, this means relentless work towards full self-development, so that we can live beside our powerful neighbor with confidence and dignity. For her own part, Communist China must accept the fact that superior military strength cannot justify aggression."
"133","I believe that the faith and goodwill, as well as the competence, for peaceable coexistence exist in the heart and mind of all Asians."
"134","As far as the Philippines is concerned, external Communist aggression represents a minimal threat—at least not to the extent we once felt it to be. Our real problem is the growth of internal Communism arising from urgent economic problems. The main thrust of my administration is towards economic development or, which is the real meaning of economic growth, raising the living standards of our people."
"135","On the theory that U.S. withdrawal would cause a power vacuum in the region, Japan is being increasingly talked about as the inheritor of the role of the United States. All possible contingencies are being studied by the Philippines."
"136","My administration is undertaking an intensive study of the problem."
"137","These impediments are considerable but not insurmountable. The practical aspects of cooperation will be mastered in time and as for conflicts, they should be isolated and solved peacefully and in accordance with tested procedures of international law. In this way, we may succeed in preventing disruption of regional cooperation activities."
"138","For this reason, we have proposed, more than once, the creation of an Asian political forum, to help solve intraregional conflicts or, at least, defuse potentially explosive situations."
"139","Another reason we attach great value to regional cooperation is that, individually, the nations of Southeast Asia are hard-pressed to achieve the objectives of independence in the economic sphere. In the case of the Philippines, the first objective of self-sufficiency in the staple foods has been achieved. But beyond that, we feel that regional cooperation can accelerate growth."
"140","We will pursue the claim peacefully in keeping with the spirit of previous understandings with Malaysia and in accordance with the principles of national law. The claim is in the national interest and we intend to pursue it by making use of all available peaceful resources. We are encouraged by the fact that many of our Asian friends are helping in the search for a modus vivendi between the Philippines and Malaysia."
"141","Our defense policies have begun to take these emerging changes into account, to follow three guidelines."
"142","A more workable relationship with the United States, based on realism and mutual advantage, should be developed."
"143","In this connection, it should be noted that the Southeast Asia Treaty Organization (SEATO) has been plagued by disunity, giving rise to severe criticisms as well as to doubts that it can and will do the part for which it was created in 1954. In any case, SEATO can, in the meantime, be strengthened. But another organization can issue out of the present situation."
"144","Since the end of the last war, Philippine defense policies have been formulated in response to entirely foreign, domestically irrelevant crises, such as Berlin. Korea, the Congo, even Vietnam. For the first time, an issue of tremendous domestic importance has come up: to recover a territory about which a great many of our citizens, particularly in the South, feet strongly."
"145","The settlement depends of course on a number of variables, any one of which may upset the formula for settlement."
"146","On our part, we have been consistent with our declarations of peaceful intention. We have doused the war-fever that raged in the South. We shall continue to search for solutions that are in keeping with our dignity and integrity as a nation and with our regional commitments."
"147","As we had envisioned in 1967, we were able to export rice worth $5.9 million to different countries. We suffered a temporary setback in our exportation program due to the long drought that hit a wide area of Luzon and the typhoons that destroyed our crops. However, with the present trend in rice production, we expect to be able to resume exportation this year."
"148","We attribute this success in rice production to the effective implementation by the Rice and Corn Administration of the Price Support Law which was enacted in March 1966. This Price Support Law increased the price of palay from P12 to P16 a cavan, and of corn from P9 to P13 a cavan. In addition, the RCA has a going program to improve warehousing techniques, rice milling methods, and marketing."
