"","x"
"11","Relations with the United States — While we have promoted our diplomatic and trade relations with countries in Europe and Asia, we have continued to strengthen our special relations withthe United States. Although there have been disagreements on some of the provisions governing military bases, Philippine-American relations have remainedas close and harmonious as ever."
"12","Diplomatic Services — We have expanded our consular and diplomatic facilities and services abroad. We have sent an ambassador to the Vatican and have set up a legation inCairo, Egypt. We have raised our legations in Karachi, Pakistan; New Delhi, India; Seoul, Korea; and Saigon, South Vietnam, to the status of the embassies.We have also opened honorary consulates in 13 key trade centers of the world. Our participations in the United Nations, the SEATO, and other world andregional conferences have raised our international stature and prestige."
"13","We have concluded trade protocols with Germany, Switzerland, Nationalist China, and Japan, and have added trade and press attaches to a number of ourembassy, legation, and consular staffs. The trade protocol with Germany includes provisions for the training of Filipino scholars and technicians in Germanindustrial and educational institutions. A major study is being undertaken on the proposals to expand our foreign trade not only to establish new financialcontacts but also to set up working balances abroad in other stable and freely convertible currencies. In due time the result of this study will besubmitted for your consideration."
"14","INTERNAL SECURITY"
"15","The Armed Forces of the Philippines under the late President Magsaysay broke the back of the communist movement and paved the way for the outlawing ofcommunism in our country. The almost total liquidation of the Huk rebellion forced a change of tactics and adequate measures were taken to meet the newsituation. The CAFA recommendation for the outlawing of the Communist Party and amendments to make the law on treason applicable in peace time wereindorsed by the late Chief Executive, subsequently passed by Congress, and finally signed into law by me."
"16","National security has two supports—diplomacy on one hand and the Armed Forces on the other. The two are interrelated phases of national policy. Our ArmedForces has a two-fold mission — the safeguarding of national security and the maintenance of peace and order, including assistance to theAdministration’s socio-economic and rural development efforts."
"17","In the first mission, our Armed Forces participated in several manoeuvres, conferences, and seminars under the auspices of SEATO. With American assistance,in accordance with our mutual defense alliance, and within the limits of our resources, we are beginning to streamline our military equipment andorganization in conformity with the expected new requirements of warfare in this atomic-missile age."
"18","In the second mission, aside from taking all necessary measures for the protection of life and property, our Armed Forces has conducted psychologicalcampaigns against dissident elements, helped in the large-scale resettlement of former outlaws, and assisted in the manufacture and installation ofprefabricated schoolhouses where needed."
"19","THE WELL-BEING OF THE MASSES"
"20","Rural Development Program— As a dynamic answer to Communism and a positive boost to economic progress, the Administration launched a greatly expanded and bold program of social andeconomic development aimed at rural amelioration and at advancing industrial and agricultural productivity. The Rural Development program included landreforms, land resettlement, the establishment of the Court of Agrarian Relations and the Land Tenure Administration, the organization of cooperatives, theextension of credit, the setting up of expanded rural health units, the construction of roads, irrigation systems and artesian wells, the extension ofeducational facilities, and the encouragement of enlightened labor unionism."
"21","Land Reforms — In the implementation of our established policy of giving land to the landless, the Government issued during the last four years more than 162,219patents as compared to only 25,440 during the administration that ended December 30, 1953. The survey and subdivision of new land for distribution is alsobeing hastened, and I propose the adoption of photogrammetry to further expedite survey requisite to the issuance of land titles. The policy launched in1954 by President Magsaysay of distributing six-hectare farms to those willing to pioneer has resulted in the settlement of 21,587 families in 18settlement projects, mainly in Mindanao. The Land Tenure Administration’s target is to purchase and distribute 105,000 hectares of land to 17,500 familiesyearly."
"22","Credit Facilities — Government institutions like the RFC, the PNB, and the ACCFA expanded the area of their operations to rural areas, thus channelling the savings of theeconomy to rural production. Complementarily, private banks increased not only their respective volumes of business but also their numbers and branches.Following a liberal policy from 1954 to late 1957, the banking system expanded credit to both the public and the private sectors by P1,209 million."
"23","Rural Banks— To further accelerate development at the grassroots level, the rural banking movement was intensified during the past four years. We now have 102 bankinginstitutions well distributed over the country. We are considering the demand to enlarge the lending capacity of rural banks through the assistance ofgovernment banks or financial institutions."
"24","Cooperatives— For the benefit of our rural masses, we have since 1954 organized 271,000 farmers into 467 cooperative marketing associations. In 1957 alone 51 FACOMASwith a combined capital of P2.6 million were formed, bringing up the total of FACOMA membership to more than 26,000 farmers. This growth has enabled theACCFA to extend loans amounting to P142 million to 55,000 farmers for increased production enabled 65,000 farmers to acquire work animals and 15,000 othersto purchase farm equipment. During 1957, the ACCFA also financed the purchase of P30 million worth of fertilizer and invested P1.5 million in thedevelopment of the ramie program."
"25","To achieve a more efficient distribution of goods, especially the products of our farms, as well as to facilitate travel among our people, we have expandedour net work of roads."
"26","We have also improved the Manila Railroad by converting it into diesel resulting in reduced operational cost."
"27","Roads, irrigation, and Artesian Wells— During the last four years, around 3,940 kilometers of roads and 295 permanent bridges were constructed. Twenty-four national irrigation systemsservicing 115,251 hectares and 27 communal irrigation projects servicing 57,410 hectares were constructed. Also installed and drilled were 31 irrigationunits consisting of pumps and servicing 196,805 hectares and 8,408 artesian wells i addition to 121 waterworks systems. Under construction are 98irrigation projects to water 198,893 hectares. All these projects, completed and under construction, will bring the total irrigated area to 568,359hectares. This figure represents about six times that irrigated by the systems constructed from 1907 to 1953."
"28","Public Health— Rural health was considerably fostered through the organization of health units, each manned by a physician, a nurse, a midwife, and a sanitaryinspector. As of today, there are 1281 health units servicing 1300 municipalities in the country. The death rate is definitely declining. Infant mortalityalone decreased from 98 to 84 per thousand. It should be stated that the organization of rural health units has the active assistance of the InternationalCooperation Administration of the United States (ICA), the World Health Organization (WHO), and the UNICEF."
"29","In the long-range program of health improvement, the total eradication of malaria continues to be the objective. In cooperation with health and hospitalagencies, our blood plasma dehydration laboratories have started an interisland blood collecting program. Under Republic Act. No. 1136, BCG immunizationhas resulted in the tuberculine testing of 8 million children and the vaccination of 3 ½ million. Our pilot influenza virus preparatory to its approval bythe World Health Organization of the Western Pacific regional center."
"30","Social Welfare Assistance— Through the Social Welfare Administration the Government during the past four years has aided 1 ½ million persons. In 1957 alone 599,568 persons wereextended relief by this government agency. It also resettled 1125 families from the slum areas of Manila. With the expansion of its regional offices, theSocial Welfare Administration was able, in the same year, to extend aid to 6400 families belonging to non-Christian or cultural minority groups. Theprogram of vocational rehabilitation for the blind and other physically handicapped person has also been greatly expanded. A total of 1240 disabled hasbeen given a thorough readjustment training to convert them into active and useful citizens. Forty-seven per cent of these people have already beenabsorbed in industries."
"31","Public Education— No less significant are the strides made in public education. As a measure of insuring effective instruction, the full-day primary school session, whichwe had before the implementation of Commonwealth Act 586, has been restores and the maximum size of classes has been reduced from 60 to 40 pupils. Thevernacular is now being used as a medium of instruction in the first two years of the primary grades, thereby promoting optimum literacy, especially amongthose pupils who can stay in school for only a few years."
"32","The secondary curriculum has been revised so as to provide a common program of studies for the first two years, after which the student is given theoption, with the help of a competent counsellor, to choose between a vocational course and a college preparatory course. In the revised curriculum morescience and mathematics are offered, in view of their importance in present-day life and world progress."
"33","The community school, which has been developed after years of careful experimentation, has become the pattern for our country, particularly in the ruralareas. Because of the improvement that this type of school has effected in the living conditions of the people in the community, it has elicited favorablecomments from foreign educators who have observed how it works."
"34","In line with the economic development program of the Administration, vocational education has been receiving in­creased emphasis. Home industries are beingfostered as a means of enabling our people to have a supplementary source of income. All school divisions have organized home industry centers which surveylocal raw materials to be developed, train workers, standardize products, and assist producers in marketing them."
"35","Justice and Public Service— The Administration of Justice has been speeded up since 1954, resulting in a greater pop­ular confidence in our courts. Our justice of the peace courtsdisposed of 80,000 out of 90,000 cases filed, while our courts of first instance settled 40,000 out of 42,000 cases. The Court of Industrial Relationsdecided 612 out of 758 cases filed before it, bringing its total of settled cases since 1954 to 8,576. The Agricultural Tenancy Commission also amicablyarbitrated 2,800 cases out of 3,200 submitted. The Court of Agrarian Relations disposed of 3,000 out of 5,400 cases; the Court of Tax Appeals decided 93out of 114 cases handled; while the Juvenile and Domestic Relations Court, during only six months of operation, disposed of 3,200 out of 7,000 cases."
"36","The announced objective of establishing the highest pos­sible morality in the Government is slowly being realized, with the Presidential Complaints andAction Committee, the Department of Justice, and other agencies working hand .in hand to minimize graft and corruption in public service. To attain ahigher level of morality and efficiency in public service, a thorough study was undertaken by the Government Survey and Reorganization Commission and itsrecom­mendations which were enacted by Congress are well in the process of implementation."
"37","ECONOMIC DEVELOPMENT PROGRAM"
"38","The last Nacionalista Administration was committed to a program of economic development designed to accelerate the transition of our trade-oriented economyto an agro-industrial type. Emphasis was given to the building of the industrial strength which would produce an increasingly large proportion of ouressential consumer needs. To coordinate government planning, the National Economic Coun­cil was revitalized and a long-range and integrated economic planbacked by a fiscal program was formulated. Last year, Congress was requested to create a National Development Authority to carry out economic policies,plans, and programs approved by the NEC and the President. Unfortunately the powers provided by the bill creating such a body were not sufficiently broadand flexible for the vast mission it is intended to accomplish that I constrained to veto it."
"39","Development Expenditures— Towards the achievement of our economic goal, power development was stepped up; ramie, pig-iron smelting and steel plants were started; and overheadprojects such as highways, communications, and other facilities which support direct productive processes and trigger private enterprises were expanded.The em­phasis on economic development was evident in the rise of the total government expenditure for this purpose, from P151 million in the fiscal year1953 to P456 million in the fiscal year 1956, and to P506 million in the fiscal year 1957. Fiscal policy was deliberately employed as an instrument ofecono­mic development by allocating the highest possible propor­tion of our available financial resources to this purpose. I wish to call your attention tothe fact that while the admin­istration before 1954 used borrowed money for both budget­ary and economic development purposes, our administration borrowedonly for economic development."
"40","Power Development— 1953-1957 the development of hydroelectric power gained momentum. The Binga hydroelectric plant which will be in full operation in 1960, the Ambuklaohydroelectric project, and Unit No. 2 of the Maria Cristina hydroelectric project, being built at a total cost of P225 million will supply a total of225,000 kilowatts of electric power. Likewise finished are the hydroelectric projects in Digos and Talomo, Davao; in Loboc, Bohol; in Penaranda, NuevaEcija; in Amburayan, La Union; in Balombon, Catanduanes; in Lake Buhi-Barit, Camarines Sur; and in Camp Philips, Agusan, Bukidnon, supplying a total of30.300 kilowatts."
"41","Other Government Industrial Projects— Complementary to the increase in hydroelectric power capacity, various indus­trial projects were undertaken or authorized. These includ­ed therehabilitation and modernization of the Naga Cement Plant and the completion and operation of the Iligan Steel Mills producing merchant steel bars. Alreadyauthorized is the construction of another unit of the Maria Cristina Fertilizer Plant costing P15 million and estimated to double its present fertilizerproduction. Establishment of a pig-iron smelting plant in Iligan, Lanao; in Jose Panganiban, Camarines Norte, and in Angat, Bulacan, costing P50 million tobe financed from loans is under way in order to furnish the country with an integrated steel industry and to enable us to process our own iron ores insteadof exporting them as such ores."
"42","Sale of Government Enterprises— In fulfilment of the gov­ernmental policy of giving way to private capital whenever feasible and practicable, the Bacnotan Cement Plant of the CEPOC inLa Union was sold to a private group at very reasonable terms. In the same manner, the Government’s shares in the Campania de Cellulosa de Filipinas weresold. Under this policy, the Government has offered for sale its participation in the Philippine Electrical Manufacturing Company and in the Manila GasCorporation. It has also announced the outright sale of the Romblon Marble Project and the Pulp and Paper Mill. Proceeds from such sales would enable thegovernment to pioneer and invest in areas where private capital hesitates to venture. Thus, the gov­ernment is in business only to pioneer and pave the wayfor private enterprise ultimately to take over."
"43","Industrial Development Center— Channelling of American aid to the private industrial sector is being encouraged through the Industrial Development Center which, out­side of offeringtraining courses and equipment demon­strations, has given dollar allocations totalling P33.7 million to 185 firms, long-term loans of P26 million to 46firms, and guarantee-assistance on loans amounting to P9.5 mil­lion to 56 others, including Pi million for livestock develop­ment."
"44","Reparations — Pending the organization of the Reparations Commission now in process, the bulk of the first two years of Japanese reparations goods andservices has been ear­marked for Government offices and corporations, but start­ing with the second year schedule, a procurement program for the privatesector has been put into effect which will furnish canning plants, fishing boats, ocean-going vessels, pulp and paper plants, machineries for cottageindustries, and similar equipment for much needed industries. As of November, 1957, contracts for a total of P88.8 million worth of reparations items havebeen concluded."
"45","PRODUCTION"
"46","National Income— The strong showing of the economy’s productive sector from 1954 to 1957, underlined the general efficacy of the policies and measures implemented by ourAdministration. Our national income increased at a steady rate from P7 billion in 1953 to P8.3 billion at the end of 1956, a gain of 18.6 per cent. Allimportant sectors of the economy have advanced in this respect: agricultural income rose from P3 billion to P3.3 billion; mining, from only P107 million toP141 million; and manufacturing, from P834 million to P1.2 billion, registering a spectacular surge."
"47","There has been no let-up in the steady development of our agriculture. The country’s cultivated area increased from 6 million hectares in 1953 to 7 millionin 1957. Of this area, 5.5 million hectares are devoted to food crops and 1.6 million hectares to commercial crops. It is estimated that agriculturecontributed about P3.5 billion or 40 per cent of the national income."
"48","The greater flow today of income from construction, trade, transportation, and communications activity is added testi­mony that we have travelled a longand vigorous way from the ruins of war. It is not surprising then that a recent United Nations report has described the Philippines as having the highestrecord of production in this part of the world during the past ten years."
"49","Per Capita Income — Population has increased by approx­imately 6 per cent since 1953, from 21.2 million to our 22.5 million. Yet in spite of the fact thatwe have 1.3 million more people today than in 1953, the average annual per capita income has gone up from P322 to P361, showing a 12 per cent improvement."
"50","Volume of Physical Production — During the past four years we have seen the total domestic goods and services increased by 17.4 per cent. Thisdevelopment has been due to the phenomenal expansion of 47 per cent in manufacturing, 25 per cent in agriculture, and 13 per cent in mining. We have alsowitnessed the establishment or 533 “new and necessary” industries out of 830 granted tax-exemption privileges by the government under Republic Act No. 901.Non-agricul­tural employment in 1289 establishments in the country has risen by 14.5 per cent during this period of expansion. Since 1954, more than 5586manufacturing concerns have been established, many of which are producing commodities which we had to import in the past."
"51","In spite of the substantial gain shown by the economy during the last four years, the country still has to increase production with greater diversity at apace faster than the rapid population growth Increased production for increased export and increased volume of domestic trade is the key to the solution ofour problems of unemployment and unfavorable balance of payments."
"52","The fact that the Philippines is still far from producing all the needs of the country underscores the continuing im­portance of foreign trade to oureconomy. There are certain consumer goods which we cannot now produce or hope to produce in the near future, but are nevertheless basic to maintainstandards of living and public health. Among these are medicine and certain essential foodstuffs. We also have to import an increasing volume of machineryand raw materials required by our growing domestic industries."
"53","Foreign Exchange Receipts— With their gradual removal al­ready envisioned, exchange and import controls with all their attendant administrative difficulties continued to be anecessary part of the economic life during the last four years. Our aggregate capacity for external payments was inadequate to finance our increasingimport requirements and servicing of foreign capital. Although the trade rela­tions with the United States were somewhat improved by the Laurel-LangleyAgreement, the trade imbalance per­sisted, partly owing to the loopholes in the controls and partly to the additional import demands generated by ourdeveloping industries. From 1954 to 1957 our foreign ex­change earnings reached the record total of $1.7 billion. However, our import payments amounted to$2.3 billion. The trade deficit of $600 million had to be paid from the dollar reserves. Aside from the vulnerability to wide fluc­tuations in world pricesand the demand inherent in the raw material nature of our exports, the sale of our export prod­ucts has been limited by trade restrictions in industrialcountries and their discovery of cheaper substitutes."
"54","Further affecting our foreign exchange receipts was the undue use of barter under Republic Act No. 1410. This diverted a considerable part of our dollarearnings into hoarded deposits abroad. It also facilitated additional non-essential imports and contributed to our failure to fill our sugar quota to theUnited States in 1957. Thus, the re-examination of Republic Act No. 1410 recommends itself to the attention of Congress. For the same reasons, I vetoedSenate Bill No. 167, known as the Dollar Retention law, and suspended temporarily the processing of barter applications."
"55","That we have succeeded to a certain extent in the judi­cious use of our international reserve to secure benefits to the economy is evident from. thespecific economic gains pre­viously cited and the steady change in the pattern of our imports since 1949, when the government undertook to manage thecountry’s foreign exchange resources directly."
"56","Changing Trade Patterns — Of our total import disburse­ment from 1954 to November, 1957, $0.4 billion went for the purchase of capital goods with which we are building the base ofour industries, $1.2 billion for raw materials to feed our growing number of factories, and $0.5 billion for consumer goods to maintain the well-being andliving standards of our people. We also find that Philippine trade has diversified considerably since 1954. In that year almost 64 per cent of our totaltrade was carried with one country, the United States. Today, with our total trade expanded from P1.8 billion in 1954 to P1.9 billion, we have channelled42 per cent of it to Europe, Asia, and Central and South Amer­ica. This geographical broadening of our trade is an en­couraging feign of growing stabilityand lessened dependence on a single country us the source of our imports and the market for our exports."
"57","LABOR"
"58","There was considerable improvement in labor-manage­ment relations. Last year, 135 collective bargaining con­tracts were concluded. During the same period,412 labor unions were accredited, bringing the total to 2676 since 1954. Eight regional offices, in addition to those in Manila, were set up in strategicpoints throughout the country to serve the nine million Filipino workers. Of the 57 strikes dec­lared during the past year, 50 were satisfactorily settledthrough conciliation. Under the Workmen’s Compensation Act, P8 million were paid to labor. Matching its acquisition of a widening range of improvements andbenefits, labor is developing a deeper sense of responsibility which is helpful to industrial peace."
"59","While the objective of affording our government employ­ees more time for leisure and self-improvement through the enactment of the five-day law islaudable, its implementa­tion has created certain problems in various government units. We should, therefore, give serious study to these problems, as theywould affect the adoption of a general policy in this regard."
"60","With respect to unemployment, our program of economic development will precisely produce increased job opportuni­ties. While we believe that we are in somemeasure taking care of the annual additions to the employable labor force the backlog of unemployment is expected to be absorbed by the accelerated pace ofour industries as well as their logical expansion consistent with our resources."
"61","THE PRESENT PROBLEMS AND THE NECESSITY FOR AUSTERITY"
"62","Calculated Risk— The Magsaysay Administration fully real­ized that the problem of mobilizing the resources necessary to implement the policy of accelerated developmentwould be a difficult and complex task. It was, nevertheless, a task that had to be done if the country was to attain an economic independence compatiblewith its political sovereignty. Accordingly, the Administration boldly resorted to the liberal use of national credit to cover the inevitable gap inherentin our underdeveloped country, between the growth of needed investment and voluntary savings. The only other alternative would have been to cut ouressential develop­ment investment to a point where the budget would be balanced with no risk of inflation but at which economic forces would be at astandstill."
"63","The aroused desires of our masses for improving their lot and the threat of communism left no choice to the Administration but to take the calculated riskinherent in the generous use of national credit for financing economic development. The risk that the program might generate inflationary pressures wastaken after a careful appraisal of the situation and with the firm determination on the part of the Administration to retrench in its budgets and adoptsafeguards whenever pressures would develop that would produce adverse effects on the economy."
"64","Failure of Envisioned Conditions — Unfortunately, the envisioned conditions in the accepted program of development failed to materialize within the estimated time. Many of the proposed taxmeasures failed to get congressional approval while outlays for essential government services increased in response to the demands of a growing population,thus aggravating the inflationary pressures generated by the development spending. On the other hand, the private sector responded enthusiastically to theimpulse policies of the development program which included tax incentives, subsidies, protection, and easy credit. As a result, private investment expandedat a rate beyond what was allocated in the budget of real resources. Most of the investment was at the same time diverted to capital intensive projectsthat required substantial amounts of foreign exchange. Likewise, the foreign exchange receipts of the country were undermined by overshipments, overpricingof imports and underpricing of exports, smuggling, and other practices to circumvent controls."
"65","Upsetting further the forecasted monetary implications of the program were the continued inflationary pressures abroad, the Suez crisis, the rise infreight charges, all of which were reflected in a rise of prices of industrial and consumer goods that the country buys from foreign countries. As aresult, the heavy spending for development of both the private and the public sectors exceeded the country’s ability to produce and its capacity to export."
"66","The Administration’s program of development could not thus but unleash inflationary pressures; so the major task of the Administration was the preventionof such pressures from jeopardizing the development efforts and the living standards of the masses. Despite the inflationary effects of the program,however, domestic prices were kept at reasonable levels considered tolerable for a growing eco­nomy, by drawing on our international- reserve. In 1949,when exchange control was established, the consumer price index, with 1955 as base, was 101.6. By 1956, the index had settled at 102.7 after slipping downfrom the 1952 peak of 106.1 points."
"67","Sacrifice of International Reserve —Without resorting to substantial foreign assistance, we achieved our economic progress at some sacrifice of our international reserve. The question of whythe country’s international reserve has con­tinued to decline in spite of controls finds an answer in our committed policy of development within aframework of monetary stability. The reserve has not been dissipated as the pattern of importation clearly demonstrates. It has been increasingly put touse to purchase the machinery and the tools of our industrialization without which no satis­factory solution to the problems of poverty and unemploy­mentwould ever be possible. In addition to the increased requirements of our growing industries, we dipped into our reserve for the expanding needs of ourgrowing population for imported essential consumer goods. However, we can­not continue to draw on our dwindling reserve indefinitely at the present pacewithout undermining the international value of the peso and completely setting back our develop­ment program completely set at its crucial stages."
"68","As we reached this limit, in drawing on our international reserve as the inflationary effects of the heavy spending for development became correspondinglygreater on the domes­tic economy as indicated by recent spiraling of prices. No one in this country considers inflation compatible in our democraticsystem. Aside from its manifest social in­justices, it creates social unrest. The Government and our citizenry are determined to insure economic andmonetary stability even if this means a temporary retrenchment in our program."
"69","PROBLEMS AND RECOMMENDED SOLUTIONS"
"70","Thus far, I have presented to you a picture of our country that glows with the record of our growth and achievements. It is something of which we canjustly be proud. But it would not be realistic and true to life if I did not point out its dark side. Life after all is a blend of sunlight and shadows, ofsuccesses and failures, of joys and sorrows. We do have problems and serious ones that challenge the best in us to solve them. Self-denial and even somesacri­fices may be needed. We have the problems of food in­sufficiency, unemployment, rising prices, dwindling inter­national reserve, decreasing revenuecollections, increasing budgetary requirements, and other problems of equal importance and urgency. But with faith and courage we will meet these problemsand solve them to the satisfaction of our people."
"71","Economic problems are not solved in a day, and foreign assistance does not immediately jump at the beck of oppor­tunity. We must, therefore, face the factthat we shall have to rely mainly on our own resources if we are to proceed with our development. It is clear that we cannot continue to draw on ourinternational reserve at the present rate. But a slackening for a time of our consumption of dollars would mean either cutting down our imports ofmachinery and raw materials—or sacrificing more of our consumer imports in favor of the industrial. The cause of economic progress constrains us to takethe latter course, while efforts are being exerted to explore sources of new capital from abroad."
"72","We cannot expect to bring about the degree of economic improvement which we have set for our country without diverting a higher proportion of the nationalincome to cap­ital investment. Such a course inescapably entails our fore­going of less essential consumption and wasteful investment. This implies apolicy of voluntary austerity on the part of our people since we are a democratic nation. Sacrifice and a policy of austerity will have to be adoptedtemporarily on many fronts."
"73","Meaning of Austerity — Austerity as a policy means temper­ate spending. It signifies more work, more thrift, more pro­ductive investment, and more efficiency. It means lessim­ports and less extravagant consumption. It is a challenge to our resiliency as a people to change our past habits and make thrift and economy oureveryday way of living. Im­posed on us by harsh realities; the exercise of austerity in our everyday life is a desirable end in itself. The Govern­mentwill do all in its power to direct the main impact of this policy against, extravagant consumption and ostenta­tious living in a way that: will not affectthe basic living standard of the ordinary individual. Curbing such con­sumption and eliminating wasteful and unproductive activ­ities the only safe andsound way by which we can move ahead in our development program without running the risk of national retrogression. The situation calls for continuingenergetic and courageous action on our part."
"74","Retrenchment Measures Adopted — During the early part of 1957, the Central Bank tightened existing selective control measures directed to meet the urgent requirements of trade andindustry and arrest the expansion of credit for non-­productive and speculative activities. Parallel to this, the bond financing of P264 million announcedto Congress by my late predecessor was reduced to P250 million in May 1957 and to P194 million in August of the same year. Early this year, the amount wasfurther pared down to P145 million."
"75","Other measures of monetary retrenchment included the raising of the rediscount rate to 4 ½ per cent in September and the imposition of pre-import cashdeposits in December."
"76","The Cabinet is studying ways and means of suspending temporarily certain public services or expenditures that can be deferred. To improve our internationalreserve position, I have plugged loopholes in our controls and have suspended private barter transactions. I have also created a Producers IncentivesCommittee to look into feasible and practical ways of stimulating production, especially for exports. I am now exploring ways of promoting export expansionto bolster our international reserve. Arrangements for the receipt and distribution of Japanese reparations have been advanced."
"77","These measures we have adopted so far to relieve the mounting strain on our scare resources, may be drastic in certain respects. They are however,necessary to provide economy with a breathing period. Meantime, we are changing the phase of our economic program on a more selective basis to ensure thatour efforts and resources, instead of being dissipated, are devoted first to the most important economic pursuits."
"78","PROPSED COURSES OF ACTION"
"79","While adhering to the long-range overall goal of a balanced agro-industrial economic development, we have short-range targets that require our immediateand urgent attention if we are to surmount our present difficulties."
"80","I. SELF-SUFFICIENCY IN FOODSTUFFS"
"81","Our first and immediate goal, as I have already announced in my inaugural address, is self-sufficiency in food, specifically in rice, corn, and fish. It isa challenge to our industry and sense of proportion as a people that, blessed with vast and virgin lands and a favourable climate, we have so far failed toproduce enough rice and corn to feed ourselves. Likewise, endowed with great bodies of water from which fish of all varieties can be had for the taking, wecannot supply even the minimum needs of our people. Yet, these commodities are the real index to our national well-being. They also exert a profoundinfluence on the general level of prices. Abundant cheap rice may be our most effective weapon against inflation. I therefore propose an intensified riceproduction estimated to cost P20 million and expected to increase the rice yield by 6 million cavanes in the first year alone which, at P10 per cavan,would mean P60 million additional income,"
"82","The ABC of Food Sufficiency Program— Under this program, we envisaged: (a) the distribution of fertilizers, selected seeds and insecticides to small farmers of food crops; (b) the speedingup of the completion of irrigation projects now underway; and (c) the building of impounding reservoirs to guarantee adequate water supply even duringdrought. We must provide other aids and devise incentives, preferably in kind, and emphasize intensive and scientific cultivation. Similar measures must betaken with respect to fish and fowls and livestock."
"83","Apropos of producing more foodstuffs, I further recom­mend that the fullest encouragement be given to food conser­vation and food preserving industries.The attainment of food sufficiency projected in this program can be of only limited benefits unless the surplus can be processed and stored for future use.This should help to ensure year-round availability of otherwise perishable commodities and to eliminate sharp seasonal price fluctuations."
"84","I would also like to see the establishment of more com­modity exchanges for our agricultural crops."
"85","II. FULLER UTILIZATION AND GREATER CONSERVATION OF NATURAL RESOURCES"
"86","We must not take for granted that our natural resources cannot be exhausted. They are direct blessings from the Divine Providence and it behooves us toutilize them econo­mically and scientifically and to conserve and preserve them properly. The cutting of timber must be followed by reforestation; fishingmust be followed by replenishment of our river and lakes with fry; mining must be done with high recovery method; and farming must be done withrefertilization."
"87","We often tell ourselves that we have natural resources greater in proportion than those of most other countries in the world. This is true. We have mineralwealth beneath our valleys and in the bowels of our mountains. Our nickel deposits in the Surigao reservation alone are said to be worth P10 million. Inthis connection, may I invite the attention of Congress that the law authorizing the develop­ment and exploitation of the Surigao deposits failed toattract bidders and should be amended, to liberalize its terms."
"88","Perhaps even more important than the exploitation of our natural resources, however, is their proper conservation. All ways and means to stop thedynamiting of fish must be found; we must intensify fish culture in our fishing grounds. The law requiring the reforestation of areas subjected to lumberoperation has not worked in practice, resulting in denuded forests and consequent disastrous floods and droughts. It will perhaps be necessary to withholdthe release of cut timber from sale until after the concessionaire has complied with reforestation requirements. Mining must be scientific so thatextraction is thorough. Unextracted ores in abandoned or collapsed tunnels or pits are in most cases forever given up and lost. . Lands must not be allowedto reach exhaustion but must be constantly kept productive by contour plowing, fertilizing, fallowing and other scientific measures. Our natural resourceshave been extended by the Almighty for the benefit of Filipinos until the end of time. It is our sacred obligation to conserve our national patrimony andtransmit it to our posterity undiminished until time is no more."
"89","III. APPROPRIATION FOR SCIENTIFIC RESEARCH"
