country,year,fline,context
USA,1983,"24.	Peace cannot be served by pseudo-control of arms. We need reliable, reciprocal reductions. I call upon the Soviet Union today to reduce the tensions it has heaped on the world in the past few weeks and to show a firm commitment to peace by coming to the bargaining table with a new understanding of its obligations. I urge it to match our flexibility. If the Soviets sit down at the bargaining table seeking genuine arms reductions, there will be arms reductions. The Governments of the West and their peoples will not be diverted by misinformation and threats. The time has come for the Soviet Union to show proof that it wants arms control in reality, not just in rhetoric.",UNGD
USA,1983,25.	Meaningful arms control agreements between the United States and the Soviet Union would make our world less dangerous; so would a number of confidence- building steps that we have already proposed to the Soviet Union.,UNGD
USA,1983,"26.	Arms control requires a spirit beyond narrow national interests. This spirit is a basic pillar on which the United Nations was founded. We seek a return to this spirit. A fundamental step would be a true non-alignment of the United Nations. This would signal a return to the true values of the Charter, including the principle of universality. The Members of the United Nations must be aligned on the side of justice, rather than injustice; peace, rather than aggression; human dignity, rather than subjugation. Any other alignment is beneath the purpose of this great body and destructive of the harmony that it seeks. What harms the Charter harms peace.",UNGD
USA,1983,"27.	The founders of the United Nations expected that Member nations would behave and vote as individuals, after they had weighed the merits of an issue—rather like a great, global town meeting. The emergence of blocs and the polarization of the United Nations undermine all that the Organization initially valued.",UNGD
USA,1983,"28.	We must remember that the Movement of Non- Aligned Countries was founded to counter the development of blocs and to promote cooperation between them. Its founders spoke of the right of smaller countries not to become involved in others' disagreements. Since then, membership in the Movement of Non-Aligned Countries has grown dramatically, but not all the new members have shared the founders' commitment of genuine non- alignment. Indeed, client Governments of the Soviet Union which have long since lost their independence have flocked into the Movement and once inside have worked against its true purpose. Pseudo non-alignment is no better than pseudo-control of arms.",UNGD
USA,1983,"29.	The United States rejects as false and misleading the view of the world as divided between the empires of the East and the West. We reject it on factual grounds. The United States does not head any bloc of subservient nations, nor do we desire to. What is called ""the West"" is a free alliance of Governments, most of which are democratic and all of which greatly value their independence. What is called ""the East"" is an empire directed from the center, which is Moscow. ",UNGD
USA,1983,"30.	The United States today, as in the past, is a champion of freedom and self-determination for all peoples. We welcome diversity; we support the right of all nations to define and pursue their national goals. We respect their decisions and their sovereignty, asking only that they respect the decisions and sovereignty of others. Just look at the world over the last 30 years and then decide for yourselves whether the United States or the Soviet Union has pursued an expansionist policy.",UNGD
USA,1983,"31.	Today, the United States contributes to peace by supporting collective efforts by the international community. We give our unwavering support to the peacekeeping efforts of this body, as well as to other multilateral peace-keeping efforts around the world. The United Nations has a proud history of promoting conciliation and helping keep the peace. Today, United Nations peace-keeping forces or observers are present in Cyprus, Kashmir, on the Golan Heights and in Lebanon.",UNGD
USA,1983,"32.	In addition to our encouragement of international diplomacy, the United States recognizes its responsibilities to use its own influence for peace. From the days when Theodore Roosevelt mediated the Russo-Japanese War in 1905 we have a long and honorable tradition of mediating or dampening conflicts and promoting peaceful solutions. In Lebanon, we, along with France, Italy and the United Kingdom, have worked for a cease-fire, for the withdrawal of all external forces, and for restoration of Lebanon's sovereignty and territorial integrity. In Chad, we have joined others in supporting the recognized Government, in the face of external aggression. In Central America, as in southern Africa, we are seeking to discourage reliance upon force and to construct a framework for peaceful negotiations. We support a policy to disengage the major Powers from third-world conflict.",UNGD
USA,1983,"33.	The Charter of the United Nations gives an important role to regional organizations in the search for peace. The United States efforts in the cause of peace are only one expression of a spirit that also animates others in the world community. The Organization of American States was a pioneer in regional security efforts. In Central America, the members of the Contadora Group are striving to lay a foundation for peaceful resolution of that region's problems. In East Asia, countries of the Association of South-East Asian Nations have built a framework for peaceful political and economic co-operation that has greatly strengthened the prospects for lasting peace in their region. In Africa, organizations such as the Economic Community of West African States are being forged to provide practical structures in the struggle to realize Africa's potential.",UNGD
USA,1983,"34.	From the beginning, our hope for the United Nations has been that it would reflect the international community at its best. The United Nations at its best can help us transcend fear and violence and can act as an enormous force for peace and prosperity. Working together, we can combat international lawlessness and promote human dignity.",UNGD
USA,1983,"35.	If the Governments represented in this chamber want peace as genuinely as their peoples do, we shall find it. We can do so by reasserting the moral authority of the United Nations.",UNGD
USA,1983,"36.	In recent weeks, the moral outrage of the world seems to have reawakened. Out of the billions of people who inhabit this planet, why, some might ask, should the death of several hundred shake the world so profoundly? Why should the death of a mother flying toward a reunion with her family or the death of a scholar heading toward new pursuits of knowledge matter so deeply?",UNGD
USA,1983,Why are nations which lost no citizens in the tragedy so angry?,UNGD
USA,1983,37.	The reason rests on our assumptions about civilized life and the search for peace. The confidence that allows a mother or a scholar to travel to Asia or Africa or Europe or anywhere else on this planet may be only a small victory in humanity's struggle for peace. Yet what is peace if not the sum of such small victories?,UNGD
USA,1983,"38.	Each stride for peace and every small victory are important for the journey towards a larger and lasting peace. We have made progress. We have avoided another world war. We have seen an end to the traditional colonial era and the birth of 100 newly sovereign nations. Even though development remains a formidable challenge, we have witnessed remarkable economic growth among the industrialized and the developing nations. The United Nations and its affiliates have made important contributions to the quality of life on this planet, such as directly saving countless lives through its refugee and emergency relief programmes. These broad achievements, however, have been overshadowed by the problems that weigh so heavily upon us. The problems are old, but it is not too late to commit ourselves to a new beginning, a beginning fresh with the ideals of the Charter.",UNGD
USA,1983,"39.	Today, at the beginning of this thirty-eighth session, I solemnly pledge my nation to upholding the original ideals of the United Nations. Our goals are those that guide this very body. Our ends are the same as those of the founders of the United Nations, who sought to replace a world at war with one where the rule of law would prevail, where human rights were honored, where development would blossom, where conflict would give way to freedom from violence.",UNGD
USA,1983,40.	In 1956 President Dwight Eisenhower made an observation on weapons and deterrence in a letter to a publisher. He wrote:,UNGD
USA,1983,"""When we get to the point, as we one day will, that both sides know that in any outbreak of general hostilities, regardless of the element of surprise, destruction will be both reciprocal and complete, possibly we will have sense enough to meet at the conference table with the understanding that the era of armaments has ended and the human race must conform its actions to this truth or die.""",UNGD
USA,1983,"He went on to say,",UNGD
USA,1983,""". . .we have already come to the point where safety cannot be assumed by arms alone . . . their usefulness becomes concentrated more and more in their characteristics as deterrents than in instruments with which to obtain victory . . ."".",UNGD
USA,1983,"41.	As we persevere in the search for a more secure world we must do everything we can to let diplomacy triumph. Diplomacy, the most honorable of professions, can bring the most blessed of gifts, the gift of peace. If we succeed, the world will find an excitement and accomplishment in peace beyond that which could ever be imagined through violence and war.",UNGD
USA,1983,"I want to leave you today with a message I have often spoken about to the citizens of my own country, especially in times when I have felt they were discouraged and unsure. I say it to you with as much hope and heart as I have said it to my own people. You have the right to dream great dreams. You have the right to seek a better world for your people. A11 of us have the responsibility to work for that better world and, as caring peaceful peoples, think what a powerful force for good we could be. Let us regain the dream the United Nations once dreamed.",UNGD
USA,1984,"First of all, I wish to congratulate you, Mr. Lusaka, on your election as President of the General Assembly. I wish you every success in carrying out the responsibilities of that high international office.",UNGD
USA,1984,"3.	It is an honour to be here, and I thank you all for your gracious invitation. I would speak in support of the two great goals that led to the formation of the United Nations—the cause of peace and the cause of human dignity.",UNGD
USA,1984,"4.	The responsibility of the General Assembly—the peaceful resolution of disputes between peoples and nations—can be discharged successfully only if we recognize the great common ground upon which we all stand: our fellowship as members of the human race, our oneness as inhabitants of this planet, our place as representatives of billions of our countrymen whose fondest hope remains the end to war and to the repression of the human spirit. These are the important, central realities that bind us, that per-",UNGD
USA,1984,"us to dream of a future without the antagonisms of the past. And, just as shadows can be seen only where there is light, so, too, can we overcome what is wrong only if we remember how much is right; and we will resolve what divides us only if we remember how much more unites us. This chamber has heard enough about the problems and dangers ahead; today let us dare to speak of a future that is bright and hopeful and can be ours only if we seek it. I believe that future is far nearer than most of us would dare to hope.",UNGD
USA,1984,"5.	At the start of this decade one scholar at the Hudson Institute noted that mankind also had undergone enormous changes for the better in the past two centuries, changes which are not always readily noticed or written about.",UNGD
USA,1984,"6.	""Up until 200 years ago, there were relatively few people in the world,"" he wrote. ""All human societies were poor. Disease and early death dominated most people's lives. People were ignorant, and largely at the mercy of forces of nature.""",UNGD
USA,1984,"7.	""Now,"" he said, ""we are somewhere near the middle of a process of economic development ... At the end of that process, almost no one will live in a country as poor as the richest country of the past. There will be many more people .. . living long, healthy lives, with immense knowledge and more to learn than anybody has time for."" They will be ""able to cope with the forces of nature, and almost indifferent to distance.""",UNGD
USA,1984,"8.	We do live today, as that scholar suggested, in the middle of one of the most important and dramatic periods in human history—one in which all of us can serve as catalysts for an era of world peace and unimagined human freedom and dignity.",UNGD
USA,1984,"9.	Today I would like to report to you, as distinguished and influential members of the world community, on what the United States has been attempting to do to help move the world closer to this new era. On many fronts enormous progress has been made, and I think our efforts are complemented by the trend of history.",UNGD
USA,1984,"10.	If we look closely enough, I believe we can see all the world moving towards a deeper appreciation of the value of human freedom in both its political and its economic manifestations. This is partially motivated by a world-wide desire for economic growth and higher standards of living. And there is an increasing realization that economic freedom is a prelude to economic progress and growth and is intricately and inseparably linked to political freedom.",UNGD
USA,1984,"11.	Everywhere, people and Governments are beginning to recognize that the secret of a progressive new world is to take advantage of the creativity of the human spirit; to encourage innovation and individual enterprise; to reward hard work; and to reduce barriers to the free flow of trade and information.",UNGD
USA,1984,"12.	Our opposition to economic restrictions and trade barriers is consistent with our view of economic freedom and human progress. We believe such barriers pose a particularly dangerous threat to the developing nations and their chance to share in world prosperity through expanded export markets. Tomorrow, at the International Monetary Fund, I will address this question more fully, including America's desire for more open trading markets throughout the world.",UNGD
USA,1984,"13.	This desire to cut down trade barriers and our open advocacy of freedom as the engine of human progress are two of the important ways the United States and the American people hope to assist in bringing about a world where prosperity is commonplace, conflict an aberration, and human dignity and freedom a way of life.",UNGD
USA,1984,14.	Let me place these steps more in context by briefly outlining the major goals of American foreign,UNGD
USA,1984,A/39/PV.4 ,UNGD
USA,1984,,UNGD
USA,1984,"policy and then exploring with you the practical ways we are attempting to further freedom and prevent war. By that I mean, first, how we have moved to strengthen ties with old allies and new friends; secondly, what we are doing to help avoid the regional conflicts that could contain the seeds of world conflagration; and thirdly, the status of our efforts with the Soviet Union to reduce the levels of arms.",UNGD
USA,1984,"15.	Let me begin with a word about the objectives of American foreign policy, which have been consistent since the post-war era and which fuelled the formation of the United Nations and were incorporated into the Charter of the United Nations itself.",UNGD
USA,1984,"16.	The Charter states two overriding goals: ""to save succeeding generations from the scourge of war, which twice in our lifetime has brought untold sorrow to mankind"" and ""to reaffirm faith in fundamental human rights, in the dignity and worth of the human person, in the equal rights of men and women and of nations large and small"".",UNGD
USA,1984,17.	The founders of the United Nations understood full well the relationship between these two goals. And I want you to know that the Government of the United States will continue to view this concern for human rights as the moral centre of our foreign policy. We can never look at anyone's freedom as a bargaining chip in world politics. Our hope is for a time when all the people of the world can enjoy the blessings of personal liberty.,UNGD
USA,1984,18.	But I would like also to emphasize that our concern for protecting human rights is part of our concern for protecting the peace.,UNGD
USA,1984,"19.	The answer is for all nations to fulfil the obligations they freely assumed under the Universal Declaration of Human Rights. The Declaration states that: ""The will of the people shall be the basis of the authority of government; this will shall be expressed in periodic and genuine elections"". The Declaration also includes the right of everyone: ""to form and to join trade unions,"" ""to own property alone as well as in association with others,"" ""to leave any country, including his own, and to return to his country,"" and to enjoy ""freedom of opinion and expression"". Perhaps the most graphic example of the relationship between human rights and peace is the right of peace groups to exist and to promote their views. In fact, the treatment of peace groups may be a litmus test of a Government's true desire for peace.",UNGD
USA,1984,"20.	In addition to emphasizing this tie between the advocacy of human rights and the prevention of war, the United States has taken important steps, as I mentioned earlier, to prevent world conflict. The starting-point and comer-stone of our foreign policy is our alliance and partnership with our fellow democracies. For 35 years, the North Atlantic alliance has guaranteed the peace in Europe. In both Europe and Asia, our alliances have been the vehicle for a great reconciliation among nations that had fought bitter wars in decades and centuries past. And here in the western hemisphere, North and South are being lifted on the tide of freedom and are joined in a common effort to foster peaceful economic development.",UNGD
USA,1984,"21.	We are proud of our association with all those countries that share our commitment to freedom, human rights, the rule of law—and international peace. Indeed, the bulwark of security that the democratic alliance provides is essential, and remains essential, to the maintenance of world peace. Every alliance involves burdens and obligations, but these are far less than the risks and sacrifices that would result if the peace-loving nations were divided and neglectful of their common security. The people of the United States will remain faithful to their commitments.",UNGD
USA,1984,"22.	But the United States is also faithful to its alliances and friendships with scores of nations in the developed and developing worlds with differing political systems, cultures and traditions. The development of ties between the United States and China—a significant global event of the last dozen years—shows our willingness to improve relations with countries ideologically very different from ours.",UNGD
USA,1984,"23.	We are ready to be the friend of any country that is a friend to us and a friend of peace. And we respect genuine non-alignment. Our own nation was born in revolution; we helped promote the process of decolonization that brought about the independence of so many members of this body, and we are proud of that history.",UNGD
USA,1984,"24.	We are proud, too, of our role in the formation of the United Nations and our support of the Organization over the years. And let me again emphasize our unwavering commitment to a central principle of the United Nations system, the principle of universality, both here and in the United Nations technical agencies around the world. If universality is ignored, if nations are expelled illegally, then the United Nations itself cannot be expected to succeed.",UNGD
USA,1984,"25.	The United States welcomes diversity and peaceful competition; we do not fear the trends of history. We are not ideologically rigid; we do have principles and we will stand by them, but we will also seek the friendship and goodwill of all, both old friends and new.",UNGD
USA,1984,"26.	We have always sought to lend a hand to help others—from our relief efforts in Europe after the First World War to the Marshall Plan and massive foreign assistance programmes after the Second World War. Since 1946, the United States has provided over $115 billion in economic aid to developing countries, and today it provides about one third of the nearly $90 billion in financial resources, public and private, that flows to the developing world. And the United States imports about one third of the manufactured exports of the developing world.",UNGD
USA,1984,"27.	But any economic progress, as well as any movement in the direction of greater understanding between the nations of the world, is, of course, endangered by the prospect of conflict at both the global and the regional levels. In a few minutes I will turn to the menace of conflict on a world-wide scale and discuss the status of negotiations between the United States and the Soviet Union. But permit me first to address the critical problem of regional conflicts, for history displays tragic evidence that it is these conflicts which can set off the sparks leading to world-wide conflagration.",UNGD
USA,1984,"28.	In a glass display case across the hall from the Oval Office at the White House there is a gold medal—the Nobel Peace Prize won by Theodore Roosevelt for his contribution in mediating the Russo-Japanese War in 1905. It was the first such prize won by an American, and it is part of a tradition of which the American people are very ",UNGD
USA,1984,"proud, a tradition that is being continued today in many regions of the globe.",UNGD
USA,1984,"29.	We are engaged, for example, in diplomacy to resolve conflicts in southern Africa, working with the front-line States and our partners in the Contact Group. Mozambique and South Africa have reached a historic accord on non-aggression and co-operation; South Africa and Angola have agreed on a disengagement of forces from Angola, and the groundwork has been laid for the independence of Namibia, with virtually all aspects of Security Council resolution 435 (1978) agreed upon. Let me add that the United States considers it a moral imperative that South Africa's racial policies evolve peacefully but decisively towards a system compatible with basic norms of justice, liberty and human dignity. I am pleased that American companies in South Africa, by providing equal employment opportunities, are contributing to the economic advancement of the black population. But clearly, much more must be done.",UNGD
USA,1984,"30.	In Central America, the United States has lent support to a diplomatic process to restore regional peace and security. We have committed substantial resources to promote economic development and social progress.",UNGD
USA,1984,"31.	The growing success of democracy in El Salvador is the best proof that the key to peace lies in a political solution. Free elections brought into office a government dedicated to democracy, reform, economic progress and regional peace. Regrettably, there are forces in the region eager to thwart democratic change, but these forces are now on the defensive. The tide is turning in the direction of freedom. We call upon Nicaragua, in particular, to abandon its policies of subversion and militarism, and to carry out the promises it made to the Organization of American States to establish democracy at home.",UNGD
USA,1984,"32.	The Middle East has known more than its share of tragedy and conflict for decades, and the United States has been actively involved in peace diplomacy for just as long. We consider ourselves a full partner in the quest for peace. The record of the 11 years since the October war shows that much can be achieved through negotiations; it also shows that the road is long and hard.",UNGD
USA,1984,"33.	Two years ago, I proposed a fresh start toward a negotiated solution to the Arab-Israeli conflict. My initiative of 1 September 1982 contains a set of positions that can serve as a basis for a just and lasting peace.' That initiative remains a realistic and workable approach, and I am committed to it as firmly as on the day I announced it. And the foundation-stone of this effort remains Security Council resolution 242 (1967), which, in turn, was incorporated in all its parts in the Camp David accords.",UNGD
USA,1984,"34.	The tragedy of Lebanon has not ended. Only last week, a despicable act of barbarism by some who are unfit to associate with humankind reminded us once again that Lebanon continues to suffer. In 1983 we helped Israel and Lebanon reach an agreement that, if implemented, could have led to the full withdrawal of Israeli forces in the context of the withdrawal of all foreign forces. This agreement was blocked, and the long agony of the Lebanese continues. Thousands of people are still kept from their homes by continued violence and are refugees in their own country. The once-flourishing economy of",UNGD
USA,1984,Lebanon is near collapse. All of Lebanon's friends should work together to help end this nightmare.,UNGD
USA,1984,"35.	In the Gulf, the United States has supported a series of Security Council resolutions that call for an end to the war between Iran and Iraq that has meant so much death and destruction and has put the world's economic well-being at risk. Our hope is that hostilities will soon end, leaving each side with its political and territorial integrity intact, so that both may devote their energies to addressing the needs of their people and a return to relationships with other States.",UNGD
USA,1984,"36.	The lesson of experience is that negotiations work. The peace treaty between Israel and Egypt brought about the peaceful return of the Sinai, clearly showing that the negotiating process brings results when the parties commit themselves to it. The time is bound to come when the same wisdom and courage will be applied, with success, to reach peace between Israel and all of its Arab neighbours in a manner that assures security for all in the region, the recognition of Israel, and a solution to the Palestinian problem.",UNGD
USA,1984,"37.	In every part of the world, the United States is similarly engaged in peace diplomacy as an active player or a strong supporter.",UNGD
USA,1984,"38.	In South-East Asia, we have backed the efforts of the Association of South-East Asian Nations",UNGD
USA,1984,"to mobilize international support for a peaceful resolution of the Cambodian problem, which must include the withdrawal of Vietnamese forces and the election of a representative government. ASEAN's success in promoting economic and political development has made a major contribution to the peace and stability of the region.",UNGD
USA,1984,"39.	In Afghanistan, the dedicated efforts of the Secretary-General and his representatives to find a diplomatic settlement have our strong support. I assure the General Assembly that the United States will continue to do everything possible to find a negotiated outcome which provides the Afghan people with the right to determine their own destiny, allows the Afghan refugees to return to *heir own country in dignity, and protects the legitimate security interests of all neighbouring countries.",UNGD
USA,1984,"40.	On the divided and tense Korean peninsula, we have strongly backed the confidence-building measures proposed by the Republic of Korea and by the United Nations Command at Panmunjom. These are an important first step towards peaceful reunification in the long term.",UNGD
USA,1984,"41.	We take heart from progress by others in lessening tensions, notably the efforts by the Federal Republic of Germany to reduce barriers between the two German States.",UNGD
USA,1984,42.	And the United States strongly supports the Secretary-General's efforts to assist the Cypriot parties in achieving a peaceful and reunited Cyprus.,UNGD
USA,1984,43.	The United States has been and will always be a friend of peaceful solutions.,UNGD
USA,1984,44.	This is no less true with respect to my country's relations with the Soviet Union.,UNGD
USA,1984,"45.	When I appeared before the General Assembly, at its thirty-eighth session. I noted that we cannot count on the instinct for survival alone to protect us against war. Deterrence is necessary but not sufficient. America has repaired its strength. We have invigorated our alliances and friendships. We are ready for constructive negotiations with the Soviet Union.",UNGD
USA,1984,"46.	We recognize that there is no sane alternative to negotiations on arms control and other issues between our two nations, which have the capacity to destroy civilization as we know it. I believe this is a view shared by virtually every country in the world and by the Soviet Union itself.",UNGD
USA,1984,"47.	I want to speak to the General Assembly today on what the United States and the Soviet Union can accomplish together in the coming years, and the concrete steps that we need to take.",UNGD
USA,1984,"48.	As I stand here and look out from this podium, there in front of me I can see the seat of the representative of the Soviet Union, and not far from that seat, just over to the side, is the seat of the representative of the United States. In this historic assembly hall it is clear there is not a great distance between us. Outside this room, while there will still be clear differences, there is every reason why we should do all that is possible to shorten that distance. That is why we are here. Is that not what the United Nations is all about?",UNGD
USA,1984,"49.	On 16 January last, I set out three objectives for United States-Soviet relations that can provide an agenda for our work over the months ahead.",UNGD
USA,1984,"50.	First, I said, we need to find ways to reduce, and eventually to eliminate, the threat and use of force in solving international disputes. Our concern over the potential for nuclear war cannot deflect us from the terrible human tragedies occurring every day in the regional conflicts I have just discussed. Together we have a particular responsibility to contribute to political solutions to these problems, rather than to exacerbate them through the provision of even more weapons.",UNGD
USA,1984,"51.	I propose that our two countries agree to embark on periodic consultations at policy level about regional problems. We will be prepared, if the Soviets agree, to make senior experts available at regular intervals for in-depth exchanges of views. I have asked Secretary of State Shultz to explore this with Foreign Minister Gromyko. Spheres of influence are a thing of the past. Differences between American and Soviet interests are not. The objectives of this political dialogue will be to help avoid miscalculation, reduce the potential risk of United States-Soviet confrontation and help the people in areas of conflict to find peaceful solutions.",UNGD
USA,1984,52.	The United States and the Soviet Union have achieved agreements of historic importance on some regional issues. The Austrian State Treaty and the Berlin accords are notable and lasting examples. Let us resolve to achieve similar agreements in the future.,UNGD
USA,1984,"53.	Our second task must be to find ways to reduce the vast stockpiles of armaments in the world. I am committed to redoubling our negotiating efforts to achieve real results: in Geneva, a complete ban on chemical weapons; in Vienna, real reductions—to lower and equal levels—in Soviet and American, Warsaw Pact and North Atlantic Treaty Organization conventional forces; in Stockholm, concrete practical measures to enhance mutual confidence, to reduce the risk of war and to reaffirm commitments concerning non-use of force; in the field of nuclear testing, improvements in verification essential to ensure compliance with the threshold test-ban and peaceful nuclear explosions agreements; and in the field of non-proliferation, close co-operation to strengthen the international institutions and practices aimed at halting the Spread of nuclear weapons, together with redoubled efforts to meet the legitimate expectation of all nations that the Soviet Union and the United States will substantially reduce their own nuclear arsenals. We and the Soviets have agreed to upgrade our hotline communications facility, and our discussions of nuclear non-proliferation in recent years have been useful to both sides. We think there are other possibilities for improving communications in this area that deserve serious exploration.",UNGD
USA,1984,"54.	I believe the proposal of the Soviet Union for opening United States-Soviet talks at Vienna provides an important opportunity to advance these objectives. We have been prepared to discuss a wide range of issues of concern to both sides, such as the relationship between defensive and offensive forces and what has been called the militarization of space. During the talks we would consider what measures of restraint both sides might take while negotiations proceeded. However, any agreement must logically depend upon our ability to get the competition in offensive arms under control and to achieve genuine stability at substantially lower levels of nuclear arms.",UNGD
USA,1984,55.	Our approach in all these areas will be designed to take into account concerns the Soviet Union has voiced. It will attempt to provide a basis for a historic breakthrough in arms control. I am disappointed that we were not able to open our meeting at Vienna earlier this month on the date originally proposed by the Soviet Union. I hope we can begin these talks by the end of the year or shortly thereafter.,UNGD
USA,1984,"56.	The third task I set in January was to establish a better working relationship between the Soviet Union and the United States, one marked by greater co-operation and understanding.",UNGD
USA,1984,"57.	We have made some modest progress. We have reached agreements to improve our hotline, extend our 10-year economic agreement, enhance consular co-operation and explore co-ordination of search and rescue efforts at sea.",UNGD
USA,1984,"58.	We have also offered to increase significantly the amount of United States grain for purchase by the Soviets and to provide the Soviets with a direct fishing allocation off United States coasts. But there is much more we could do together. I feel particularly strongly about breaking down the barriers between the peoples of the United States and the Soviet Union and between our political, military and other leaders.",UNGD
USA,1984,"59.	AH of these steps that I have mentioned, and especially the arms control negotiations, are extremely important to a step-by-step process towards peace. But let me also say that we need to extend the arms control process, to build a bigger umbrella under which it can operate—a road-map, as it were, showing where during the next 20 years or so these individual efforts can lead. This can greatly assist step-by-step negotiations and enable us to avoid having all our hopes or expectations ride on any single set or series of negotiations. If progress is temporarily halted at one set of talks, this newly established framework for arms control could help us take up the slack at other negotiations.",UNGD
USA,1984,"60.	Today, to the great end of lifting the dread of nuclear war from the peoples of the Earth, I invite the leaders of the world to join in a new beginning. We ",UNGD
USA,1984,"need a fresh approach to reducing international tensions. History demonstrates beyond controversy that, just as the arms competition has its roots in political suspicions and anxieties, so it can be channelled in more stabilizing directions and eventually be eliminated, if those political suspicions and anxieties are addressed as well.",UNGD
USA,1984,"61.	Towards this end I will suggest to the Soviet Union that we institutionalize regular ministerial or cabinet-level meetings between our two countries on the whole agenda of issues before us, including the problem of needless obstacles to understanding. To take but one idea for discussion, in such talks we could consider the exchange of outlines of five-year military plans for weapons development and our schedules of intended procurement. We would also welcome the exchange of observers at military exercises and locations. And I propose that we find a way for Soviet experts to come to the United States nuclear-test site, and for ours to go to theirs, to measure directly the yields of tests of nuclear weapons. We should work towards having such arrangements in place by next spring. I hope that the Soviet Union will co-operate in this undertaking and reciprocate in a manner that will enable the two countries to establish the basis for verification for effective limits on underground nuclear testing.",UNGD
USA,1984,"62.	I believe such talks could work rapidly towards developing a new climate of policy understanding, one that is essential if crises are to be avoided and real arms control is to be negotiated. Of course, summit meetings have a useful role to play. But they need to be carefully prepared, and the benefit here is that meetings at the ministerial level would provide the kind of progress that is the best preparation for higher-level talks between ourselves and the Soviet leaders.",UNGD
USA,1984,"63.	How much progress we will make, and at what pace, I cannot say, but we have a moral obligation to try and try again.",UNGD
USA,1984,"64.	Some may dismiss such proposals and my own optimism as simplistic American idealism. And they will point to the burdens of the modem world and to history. Well, yes, if we sit down and catalogue year by year, generation by generation, the famines, the plagues, the wars, the invasions mankind has endured, the list will grow so long and the assault on humanity so terrifying that it seems too much for the human spirit ^o bear.",UNGD
USA,1984,"65.	But is that not narrow and short-sighted and not at all how we think of history? Yes, the deeds of infamy or injustice are all recorded, but what shines out from the pages of history is the daring of the dreamers and the deeds of the builders and the doers. These things make up the stories we tell and pass on to our children. They comprise the most enduring and striking fact about human history: that through the heart-break and tragedy man has always dared to perceive the outline of human progress, the steady growth in not just the material well-being but the spiritual insight of mankind.",UNGD
USA,1984,"""There have been tyrants and murderers, and for a time they can seem invincible. But in the end, they always fall. Think on it—always. All through history the way of truth and love has always won.""",UNGD
USA,1984,"That ""as the belief and the vision of Mahatma Gandhi, and it remains today a vision that is good and true.",UNGD
USA,1984,"66.	""All is gift"" is said to have been the favourite expression of another great spiritualist, a Spanish soldier who gave up the ways of war for that of love and peace. And if we are to make realities of the two great goals of the Charter of the United Nations—the dreams of peace and human dignity—we must take to heart these words of Ignatius Loyola: ""We must pause long enough to contemplate the gifts received from Him who made us—the gift of life, the gift of this world, the gift of each other.""",UNGD
USA,1984,"67.	And the gift of the present, for it is this present, this time, that now we must seize. I leave you with a reflection from Mahatma Gandhi spoken with those in mind who said that the disputes and conflicts of the modem world are too great to overcome. It was spoken shortly after Gandhi's quest for independence had taken him to Britain.",UNGD
USA,1984,"""I am not conscious of a single experience throughout my three months' stay in England and Europe that made me feel that after all East is East and West is West. On the contrary, I have been convinced more than ever that human nature is much the same no matter under what clime it flourishes and that, if you approach people with trust and affection, you would have tenfold trust and thousand-fold affection returned to you.""",UNGD
USA,1984,"68.	For the sake of a peaceful world, a world where human dignity and freedom are respected and enshrined, let us approach each other with tenfold trust and thousand fold affection. A new future awaits us. The time is here, the moment is now.",UNGD
USA,1984,"69.	One of the founding fathers of our nation, Thomas Paine, spoke words that apply to all of us gathered here today. They apply directly to all sitting here in this Hall. He said: ""We have it in our power to begin the world over again.""",UNGD
USA,1984,,UNGD
USA,1985,"Let me start by joining the President of Brazil in conveying to the people and Government of Mexico our deep sympathy over the devastation wrought by earthquakes and our solidarity with them as they work to recover and rebuild. We admire the way the Government and people of Mexico are dealing with their problem. For our part, we a?.9 responding rapidly to Mexico's request for assistance with medicine, blankets and equipment to help in removing rubble, searching for survivors and fighting fires. But these are Mexico's short-term needs. The long-range impact and cost of the earthquakes are still being determined, but one thing is clear - they will be enormous. Here, too, the United States is prepared to respond to Mexico's plight.",UNGD
USA,1985,,UNGD
USA,1985,"As I look at the devastation - and, perhaps, as you do on your television screens and you see the pictures, you cannot help but be struck by the thought that Mexico City in some ways looks war-torn. Of course, an earthquake is not a man-made event. When the earth shook in Mexico there was nothing anyone could do about it. But our task here at the United Nations is to see to it that man does not cause the earth to shake. So let us devote ourselves to the cause of peace and freedom.",UNGD
USA,1985,"Three years ago, when I addressed this body for the first time, I stressed the need for realism. There is probably no other quality so appropriate and necessary for this Organization. But realism does not mean cynicism, or even pessimism. It means a clear-sighted appreciation of the opportunities we face, as well as of the obvious problems. It means remembering the many challenges that the world community has overcome, and drawing lessons from that. It means understanding that idealism and the yearning for human betterment are themselves part of reality, and thus have enormous practical significance.",UNGD
USA,1985,"The founding fathers of the United Nations are sometimes accused of naive Utopianism. Supposedly they ignored the realities of power politics in attempting to create a global system of collective security. I doubt it. The men and women who set up this Organization 40 years ago were among the great statesmen of the century. They drafted the Charter as a set of standards for international conduct - knowing full well that the world's nations probably would fall short of those standards, but knowing also that the setting of high goals is a necessary precondition to their pursuit and attainment.",UNGD
USA,1985,"The lofty goals of the Charter have a concrete, practical meaning today. They not only point the way to a better world? they reflect some of the most powerful currents at work in the contemporary world. The striving for justice, freedom, progress and peace is an ever-present and powerful reality that is today, more than ever, impressing itself on international politics.",UNGD
